,targets,D-MPNN,D-MPNN with attention,MPNN,MPNN with attention,RNN+NN,RNN+NN with attention,Random forest with descriptors,Random forest with ECFP,MLP with descriptors,MLP with ECFP,RGBoost with descriptors,RGBoost with ECFP
18,3.33,14.737797,20.057156,15.702946,20.367945,16.02165,15.269625,5.725721873028958,4.665158521840992,2.1878984591503983,6.377590911951966,5.133812,4.834772
19,35.9,15.44438,12.811483,15.40251,19.151417,16.038189,15.291524,35.659925000000285,36.643200000000256,35.184640594369476,36.34829176116311,35.90444,36.29302
20,37.1,15.991095,13.389466,16.266624,13.8125725,16.076702,15.304189,37.01773333333991,37.12119999999989,32.4476237546094,37.26516604291453,37.076565,36.736298
21,4.215,15.088588,12.516917,16.453398,19.836647,16.105797,15.295861,4.343549984128304,4.2928072638979025,4.842238795083258,4.090449904501737,4.182577,4.43013
22,6.6,15.73421,9.015404,15.969168,16.959633,16.15329,15.362324,6.909164166674151,6.200980367067817,7.9221717532559,6.6191816635432,6.547764,6.996196
23,40.7,15.62882,6.966009,16.629475,15.903261,16.183487,15.413265,41.73550000011994,41.500400000109956,42.288418388631584,37.8214890652364,39.589756,41.952
24,7.83,15.850137,16.441631,14.258173,11.044633,16.224117,15.387573,7.995034500035007,8.111469583341012,3.5087444538786787,7.813536628205109,7.89814,7.86133
25,9.49,15.424748,12.507657,15.843834,16.394447,16.122784,15.267074,9.03262788095443,9.59921988095313,4.700049494714097,9.426683686203322,9.473005,9.271689
26,4.88,16.31821,15.224442,15.502455,19.10981,16.009966,15.255059,4.935681264696523,4.854231894984068,1.6402623367437545,4.697900239798177,4.7643967,4.586111
27,20.13,14.640318,16.930857,15.786604,11.522968,15.941397,15.501098,20.114549166703256,20.22362961111492,20.687952914121006,19.582337131310815,20.135773,20.169313
28,24.96,15.616009,11.8269205,15.695058,12.252928,16.111189,15.45049,24.65323111903752,24.619877380955614,24.25408772287286,24.639673803471027,24.97579,25.10611
29,-8.8,14.891783,15.871094,13.784466,16.223087,16.06439,15.645037,-8.121585000000087,-5.4740450000000695,-8.645880704597916,-8.31267555477975,-8.793847,-7.966384
30,-6.8,15.937777,15.625381,13.317462,17.684061,16.2391,15.618163,-7.306519999999802,-4.287144999999773,-7.382791197432132,-7.084563503957741,-6.8791304,-6.631713
31,40.6,16.466684,15.008267,14.148138,15.872514,16.183765,15.679911,37.08625000014368,34.981911666666996,35.501735977727726,35.78800022179072,39.33056,28.118721
32,5.471428571000001,15.45928,15.095726,12.735909,16.250467,16.13677,15.580298,6.436166904495977,9.351795904483309,6.842955128650612,5.058007187283513,5.5932713,5.6013927
33,7.3,15.000681,14.237075,15.745704,15.284835,16.175428,15.3708105,8.789048261905993,9.91953153571,8.41657357402627,7.139563206045365,7.3201256,7.930476
34,33.0,14.191884,9.108445,15.669063,14.16831,16.123444,15.521756,33.439966666666905,33.75200666669693,19.495058418920916,33.007381465760254,33.01972,33.408268
35,4.375,16.366482,14.324939,14.401059,16.259289,16.15499,15.440874,5.71966029761562,6.052534273802774,3.628671159322451,4.396311453299264,4.487278,4.6594477
36,36.3,15.626416,14.135751,14.694143,17.225264,16.13359,15.497878,36.09444285714636,35.876366984127195,35.1024452754629,36.047663781606175,36.06825,35.84869
37,33.2,16.16415,18.130674,14.173416,13.614481,16.028633,15.55785,34.03395333333689,34.58931833333364,40.88427944559868,36.12802002470845,33.499725,34.709877
38,29.7,15.563651,11.836076,13.973655,13.161802,16.090368,15.603373,31.285388809524058,31.78781833333359,28.013829680735814,29.50964693348017,29.72345,29.849382
39,32.9,14.872845,13.533078,15.246491,13.326305,16.03885,15.555669,34.230663809527414,34.944618333333615,32.595601793442626,33.94597725858705,34.632797,35.722446
40,38.2,14.96863,14.84797,14.421437,14.060542,16.063375,15.617411,34.52594809523834,34.8150516666903,35.6973505989502,38.445897899691914,35.904713,36.74139
41,5.0,15.151177,15.187297,15.320594,15.35365,16.073437,15.496921,8.550082595231434,14.536164976149998,-24.72939569352237,5.224555959483169,8.795768,8.898187
42,-5.1,14.710948,12.779803,14.825483,13.592662,15.956701,15.599055,-1.3291250000000066,-0.8512749999999958,-6.293086734673347,-5.256155537934044,-5.1397314,-4.031049
43,38.6,15.033544,15.500163,14.661994,15.09517,16.086039,15.556165,37.08503166667027,37.08598666666696,39.19534101381481,38.404933753991706,38.622734,38.215683
44,42.2,15.119839,17.41827,15.603982,15.10419,15.939691,15.483995,43.950866666679794,40.354991666666514,39.99572328391473,42.02999968119444,42.209755,42.074875
45,8.86,15.112622,13.060259,16.066374,9.630795,15.977469,15.443868,9.504584888896554,9.309579999999897,7.235576206909332,8.53132810886283,8.864107,8.892113
46,44.2,16.475681,10.67952,16.058416,12.523783,15.946291,15.46895,45.543508333336895,40.60779166668016,40.04011388329918,43.93629336882985,44.110424,43.507915
47,1.7,15.80863,5.419916,14.911897,15.383519,15.924522,15.43468,3.2583050000000178,3.8177900000000164,-5.2214216554680934,1.0235379543075407,1.6808889,2.4533412
48,10.19,15.339477,12.25596,15.768169,15.093822,15.969516,15.432528,11.96001616673231,11.869392857131968,5.36832387414308,9.747441205119642,10.434529,10.515338
49,13.01,15.241121,17.831839,16.627922,12.823951,15.959558,15.515729,14.864988777825003,14.683276928561089,7.428660643511654,14.708131375221932,15.816089,15.591691
50,12.23,15.432036,11.449172,14.29468,14.163324,15.986561,15.479121,15.563216806001,14.876814761820997,12.785316386631042,10.470042523279966,12.812162,10.308288
51,46.3,16.636091,7.850197,17.512608,20.911644,15.966037,15.495582,28.606228571471956,39.20006666676015,40.81514898011691,38.86956625116635,30.9545,39.688206
52,33.5,15.689848,17.382647,16.044455,16.247849,16.051308,15.324375,34.047113333333705,33.72462666666701,38.12732674582057,33.41118618007689,33.55613,33.61697
53,16.125,15.845054,7.964464,17.609545,9.517888,15.920548,15.404843,16.282684366677987,16.295818000029985,19.719039833395584,15.999802309878968,16.164051,16.479036
54,20.13,16.171614,10.503473,13.766701,10.00368,15.941397,15.501098,20.114549166703256,20.22362961111492,20.687952914121006,19.582337131310815,20.135773,20.169313
55,7.5,16.585466,12.445811,15.296407,15.061534,15.9433975,15.508193,6.938945000000119,7.80510500000008,7.756926757369076,7.184256569244452,7.6118298,8.283446
56,20.36,15.187762,7.0863304,16.734304,14.209776,15.956499,15.506567,20.382160944576356,20.472346166695022,21.779327948837167,20.285895189813484,20.258562,19.799236
57,50.5,14.4485445,9.906569,15.872518,11.671382,15.978062,15.539872,50.92965833336064,51.232000000010785,48.51738494934284,49.97990952607366,50.44687,50.49056
58,3.3,15.331146,12.809033,17.386993,16.07373,15.975229,15.506741,5.7168500000000435,3.120124999999952,1.5826130267149612,3.517359700171532,3.8759468,4.1381006
59,16.39666667,15.723883,14.599387,14.573913,13.694386,15.973692,15.485695,16.587361537278355,16.611210188106806,12.986291040221676,16.057426750451473,16.417961,16.517542
60,47.3,15.052631,5.433213,15.451579,13.226172,15.995556,15.544334,48.943700000010665,48.75720000004069,50.64879435309369,46.88842107637974,47.264935,47.727875
61,2.4,16.170586,13.382664,17.07986,21.023657,15.989941,15.503606,3.462124999999947,2.1890049999999377,0.5082830803161347,2.082592296658296,2.4331462,2.1249921
62,13.46666667,15.128385,11.19051,15.713356,9.778664,15.987687,15.485163,14.835211772304815,14.62585132380771,8.871400533407588,13.185143205603076,13.3787155,13.861896
63,20.076,14.969134,11.514739,16.75814,5.9048386,15.960225,15.469381,19.9888949166925,19.578545722266693,17.16646367304002,19.73561229644225,20.019384,20.454744
64,54.4,15.831087,15.003088,18.052437,7.4150305,15.975918,15.492865,53.70726666747,54.66190000107031,42.157698957667606,53.900811416151434,54.526604,54.96475
65,16.015,15.900337,4.9010754,16.16065,9.344569,15.987209,15.470845,16.559531622524663,16.245502306011662,10.497376144256684,15.685323497427001,16.053776,15.774168
66,53.26666667,15.326703,13.817533,15.186245,9.800581,15.976344,15.49489,53.67880000206972,53.660900001999835,45.787733576822056,52.849129728139374,53.28381,53.234615
67,19.32,15.746668,8.239894,16.815052,14.08578,15.961157,15.468891,19.836090030986554,18.51456299999337,21.154664283096622,19.181609872788847,18.390366,17.951038
68,-0.68,16.264206,11.32962,17.470293,18.026558,15.905453,15.491827,2.8485263333733233,2.3681566666700142,-1.0992671243830134,-0.8037555958133655,-0.7065479,-0.42153475
69,37.5,14.751804,18.366644,15.003116,13.143348,16.001179,15.568474,41.3255000000003,38.026905000093684,39.280690355859,37.46931122522632,37.509373,37.90312
70,17.2,15.368109,10.438574,17.202114,16.742537,16.003336,15.481801,8.006435000000032,7.874265000000047,14.034257396634171,17.111437732750108,9.520931,13.594801
71,28.78,15.686222,11.653185,16.009584,15.539972,16.011889,15.3861,24.756464095235913,22.727319499996582,13.487345614095034,28.41746936612197,28.734758,28.101517
72,5.64,15.112412,13.47142,13.912139,16.742441,16.20474,15.561588,7.797369273763589,15.854509015884334,3.558163764028915,7.173096889638586,3.373885,5.9196177
73,34.3,14.52562,13.721623,15.391457,15.249901,16.190214,15.612127,34.572240000000356,34.81452000000037,37.579327107135605,34.09049398822966,34.325367,34.24534
74,19.2,15.492446,12.277311,15.382498,17.710337,16.317892,15.342942,17.616340928570985,17.063154071402987,23.599949416174873,18.99950485756843,19.114147,19.000051
75,14.5,15.494877,16.517527,14.349422,14.548281,16.224617,15.408675,14.200521785713985,15.399873083336661,10.249008010301377,14.316380190192934,14.5028,15.483239
76,13.7,15.953371,12.478553,16.21993,12.577603,16.109026,15.353869,13.408622666666984,14.595568833336655,13.528085146943376,13.543030283657028,13.670225,13.696581
77,10.75,15.208697,14.79476,14.217884,16.136045,15.960203,15.5197115,13.150391833340029,12.620274166676708,9.429952520791531,10.580364715724624,10.816377,11.124882
78,12.65,15.141711,12.792158,13.577805,14.570802,16.036283,15.333099,12.968075333341039,13.81976900001667,17.7100583040036,12.486836741079157,12.662972,12.839358
79,13.8,15.298673,14.436414,16.35963,17.298372,16.205269,15.384729,14.088177916659983,14.470943833339986,14.320934729087007,13.601806854501778,13.818977,14.2286
80,13.2,15.892574,11.529279,14.47734,16.98394,16.160526,15.41452,14.119546999999987,14.421316166683319,12.424540974937837,12.938912398059394,13.114834,13.2244215
81,15.3,14.721724,13.213245,15.413352,16.925377,16.238045,15.413068,15.905757499999996,16.602462666669986,15.263994339870099,15.095986178906493,15.339268,15.505771
82,18.8,16.588041,14.651087,15.3779545,16.53062,16.20945,15.458919,17.42190785714199,16.35952450001166,14.453286803317551,16.801936402099123,15.608248,14.818467
83,19.3,16.051775,15.12604,16.877401,15.554583,16.201653,15.403807,16.179392166669995,17.42067583335332,15.091744686069905,14.281913377219634,17.865557,14.523452
84,17.1,15.660092,14.6156645,16.412083,16.227612,16.32899,15.381085,17.27651842858099,16.49949002780999,17.087023636853864,16.97325122772459,17.090479,16.859114
85,15.1,15.957435,14.523376,15.089644,17.221203,16.213327,15.342984,14.599861999999984,15.65835716668,16.632766332560156,15.016324577576755,15.087823,14.797246
86,32.6,15.916207,13.347194,13.789446,12.899197,16.125935,15.34616,32.638674999999964,32.444766666666624,35.08128116912659,32.43970874763161,32.604523,32.73223
87,20.525,15.797661,14.8074255,17.128187,12.500642,16.03917,15.348015,18.270522833286662,15.533341416611334,30.635858840072302,17.234270544434253,16.637323,17.50214
88,5.33,14.674873,12.654074,13.797645,13.623457,15.879274,15.3879175,4.522064999999886,5.897374999999869,4.231969687480193,5.30082361520841,5.3979073,5.2815437
89,10.7,15.201008,10.640237,15.173921,16.88091,16.067465,15.354888,7.0030100000000886,9.216520000000003,8.077068910729974,10.675734178934697,10.618004,9.362921
90,32.7,15.476782,13.091635,13.609005,10.018106,16.096478,15.346727,32.504741666666646,32.54956666666666,32.241266539388775,35.40767584809792,32.12779,33.177757
91,33.5,16.201113,0.54471093,16.679384,8.40733,15.976267,15.310524,33.87086666668028,33.52943333333367,30.484751358986593,33.57016538332919,33.481915,33.626312
92,32.6,15.46749,13.638267,14.714699,4.977852,16.06161,15.335757,32.7066,32.400433333333304,31.192071635700703,32.51828461567873,32.579887,32.751423
93,14.8,15.506899,15.012478,14.410684,17.362844,15.969131,15.449221,14.794719999999986,14.560769999999984,15.434678069800178,14.844797311612364,14.863277,14.607135
94,10.47,15.295147,14.707893,15.866259,16.21991,16.030155,15.462384,10.746560000000049,10.555760000000053,10.877872371816972,10.501474479288113,10.544356,10.917061
95,12.3,16.479118,13.202219,15.998327,17.011902,16.232231,15.441384,11.782109999999985,11.787479999999984,12.224802842695697,12.239796005760844,12.066384,12.087258
96,19.76,14.713014,13.206571,15.379474,15.623916,16.168476,15.428658,19.28178250000002,18.971696428571025,20.763456917985323,19.62504176600179,19.89152,19.015833
97,32.6,15.733155,14.238876,14.215779,15.201611,16.034983,15.540039,32.01222000000023,34.14138500002356,32.295953243719104,35.14440883867082,30.080103,33.287483
98,18.0,15.474406,13.8007555,15.543208,15.314604,16.107971,15.4593315,17.005987273822324,19.438151249996675,8.039318528056814,16.25930689513334,16.363346,16.054087
99,17.6,15.447646,14.007047,14.895324,15.397641,16.275055,15.396564,17.90651091666665,16.085057666610414,12.851396054604061,17.38355031617081,17.641518,17.544256
100,19.2,16.173548,14.688708,16.191214,17.299372,16.289001,15.417556,19.205059500000015,19.269526000000024,17.20878374386637,19.00408358425073,19.161028,19.08749
101,11.7,15.780759,12.344965,15.440087,16.273659,16.24651,15.432488,11.602529999999987,11.556234999999985,8.951523041751894,11.70461207922291,11.724121,11.690371
102,19.14,15.084417,14.942795,15.693659,17.210539,16.179613,15.431466,19.034502000000014,20.506180533333318,21.477432337081538,17.743646333100155,20.253119,22.258139
103,14.2,16.172388,16.156128,15.973417,18.980118,15.980332,15.454567,14.603018333339985,14.621299999999984,15.368097484215479,13.936965538272595,14.527851,14.39588
104,10.85,14.436687,14.012841,14.680295,15.194186,16.029404,15.4576,10.94503,10.631269999999983,10.30788894419555,10.823565554149443,10.849973,10.878215
105,20.3,16.21018,17.331371,15.415934,16.814285,16.28089,15.426185,19.917585666669996,19.780400500000006,20.637414096915826,19.968552855040773,20.332554,20.098642
106,20.9,15.08273,13.74505,14.157292,16.39525,16.28074,15.425421,20.217172916706673,21.380169700000017,27.26904468056773,19.39001719765083,21.978313,23.905016
107,15.2,15.348391,13.669125,14.462497,14.774394,15.997301,15.462212,14.823234999999984,14.806479999999985,15.394693372458079,15.241446768171494,15.182064,15.022538
108,10.65,15.77113,13.641274,14.771793,15.71411,16.035336,15.464517,10.873990000000017,10.462084999999998,10.78343733749971,11.336340807648437,11.24302,11.584915
109,12.6,14.798008,13.178013,14.70349,14.746002,16.254835,15.438095,11.653089999999992,11.568779999999986,14.058554375202418,14.222215549051539,11.674057,12.566369
110,20.12,15.270309,13.852677,15.951599,16.811169,16.188429,15.434512,18.91196966666002,18.65293500000002,20.066198420481463,19.578241414732,20.036167,19.59143
111,13.6,16.453358,15.332954,14.539964,15.867759,16.004839,15.435653,14.064754999999984,13.828459999999984,13.905115822813327,13.70687763672048,13.61827,13.714811
112,9.98,15.538688,13.945491,14.589138,17.82275,16.058212,15.458223,10.184199999999947,10.007514999999948,9.768190990216146,9.880395734643994,9.943432,10.456251
113,11.1,15.903728,13.669913,13.987015,16.588682,16.263771,15.427638,10.93605999999998,10.993549999999981,10.20771821110419,11.080921919850422,11.078464,10.736717
114,18.46,15.880869,14.584744,13.9459505,16.429903,16.1837,15.415886,18.305032000000022,18.051222095241016,16.744124806060395,18.390303837903584,18.506617,17.72772
115,21.0,15.783002,13.517943,17.073648,15.457132,16.238213,15.414008,20.23227166666674,19.912124750016726,16.422636802223334,20.76896989003706,20.9787,20.241482
116,33.0,15.06665,15.206619,14.3471775,16.261301,16.056715,15.372636,32.96661333333358,33.240280000000205,27.342487693818583,33.022055851302916,32.98066,33.281017
117,7.83,14.756677,16.49083,15.5325575,14.828469,15.948348,15.31063,6.0297963055587225,6.690640000000043,1.77735391027886,7.8688462150508425,7.818244,6.639291
118,-14.7,15.60923,14.018941,15.669505,16.262186,15.991929,15.312512,-11.146609999999898,-10.838864999999922,-15.461028808027445,-14.829048869802149,-14.771523,-13.0156145
119,33.7,14.839342,13.306153,15.431628,15.624946,16.097605,15.361159,34.175995238095574,34.97060000001032,31.07549239168309,33.80035683455279,33.714443,33.346043
120,-14.3,16.096693,14.671272,15.133697,15.674793,16.130875,15.38413,-10.888065000000259,-9.464355000000245,-10.044760429217272,-13.94731156796083,-14.079553,-12.240296
121,2.6,16.166948,15.0885725,15.576497,15.751223,16.079271,15.330731,4.659290083342823,3.923706708349332,9.495590656831403,2.1257136160195973,2.4627655,1.9665124
122,31.4,15.768429,13.501301,14.490049,11.738771,16.10283,15.44486,32.36926666666689,32.54858333333357,36.19138143842417,31.35198420496144,31.420576,31.643585
123,12.7,15.818693,14.965712,15.851195,18.142834,15.953454,15.493597,13.390369999999981,13.098174999999983,-0.6262578413182691,12.804798245716,11.752702,12.937586
124,9.76,15.625458,14.981382,15.398213,15.143209,16.01358,15.537481,9.40445000000004,9.603470000000037,-13.894189111363664,9.687292630303881,9.72757,9.850649
125,8.4,15.619714,14.196822,14.212104,15.776207,16.158384,15.520279,8.745600000000076,8.736250000000085,-18.003616397805068,8.409363664584548,8.430238,9.34362
126,17.61,15.869215,12.871792,16.353615,17.15261,16.147863,15.4920845,17.786165999999984,17.512251499996996,-8.669107589176024,17.657589092942906,17.582094,16.736958
127,23.325,15.582135,12.875258,14.333904,15.290111,16.147646,15.347354,20.01751099999997,21.612659999993262,23.498448650091234,23.341956270561397,23.24999,23.547112
128,15.5,14.527521,12.848937,15.028322,17.38722,15.92366,15.3495455,16.642890999999995,14.463599999999985,21.755208248192297,15.517947445827758,17.377768,16.19819
129,13.3,15.171402,13.838622,14.956074,15.542843,15.962769,15.396316,12.469229999999989,12.590054999999987,14.084146193231705,13.370829631121644,13.32207,12.617758
130,13.2,16.0765,14.526518,14.139515,17.102953,16.112581,15.40634,12.622909999999985,12.391929999999999,12.99119312285321,13.261704141190071,13.213634,12.977246
131,4.9,14.900721,14.823389,15.108016,11.2245035,15.946088,15.564054,8.969566666660032,9.150570000000041,3.8711385719195857,7.254796886144453,7.3950634,6.390691
132,5.06,15.453911,14.125246,15.446433,15.041957,16.0052,15.580842,5.205424999999924,4.977559999999929,4.923972751311625,4.991148098107857,4.988636,4.2923985
133,2.7,16.131805,12.393786,14.098603,15.822584,16.127481,15.589075,3.993850000000158,4.051330000000181,2.007191217602008,2.5859593178488627,2.718457,2.5934455
134,11.45,14.994691,12.752878,17.07823,16.685928,16.116627,15.550809,11.870080928561018,11.168261833316654,12.934559214967738,11.278894839442284,11.483713,11.293218
135,11.1,16.114138,11.462463,15.451897,19.755884,16.005873,15.464832,11.486310333329996,11.643169999999996,15.287182608522818,11.15646564160265,10.929473,11.280298
136,12.0,15.762953,13.209752,14.706438,11.466394,16.090178,15.460079,10.162140000000099,10.810325000000084,7.29712050744496,11.976445921030646,11.964162,11.222637
137,7.47,15.946465,14.116682,15.345253,19.443203,16.201681,15.474426,8.38858500000005,8.788035000000079,4.8448082850227365,7.461423144196754,7.708588,8.032427
138,18.63,14.7825365,10.653298,15.463448,16.743673,16.20982,15.446165,13.317395166673329,19.795712444406675,14.044705101726596,20.98849977320242,13.04887,23.170185
139,19.96,15.074387,11.34286,13.228139,16.642185,16.188932,15.505725,19.49278766667002,19.930804999980023,19.068911210467192,19.80827559097937,19.912321,19.895948
140,10.8,15.6006975,12.080156,14.0711775,15.872127,16.036139,15.584691,10.252255000000078,10.647985000000068,11.274773848814997,10.571826694338817,10.621104,10.132679
141,13.1,16.370848,13.282785,14.419607,17.348248,15.981492,15.50026,13.568114999999985,13.391999999999983,10.8808127551825,13.081164353655023,13.216349,13.407143
142,10.0,15.2501955,11.797661,15.219433,14.101113,16.165178,15.518481,9.884840000000125,9.811940000000131,10.253806918259944,9.914091682458125,9.85999,9.771877
143,10.6,16.008251,13.567015,13.286195,13.968115,16.036674,15.574822,10.264530000000093,10.64804000000009,8.760448511220265,10.539819381734212,10.590985,10.069272
144,13.0,16.418257,14.042615,15.40419,18.876305,15.980542,15.491549,13.517429999999983,13.466429999999985,8.286884037119394,14.393143706839835,13.872357,13.343735
145,9.4,15.419607,13.028822,14.048095,16.391932,16.159046,15.505812,9.617580000000128,9.606470000000147,7.64356636273577,9.326473819409408,9.429248,9.435013
146,19.28,15.0795,12.475218,14.44873,17.451021,16.18383,15.491851,19.180270333329986,19.74153333333,18.94782018920645,19.172293917428206,19.262335,19.559084
147,12.8,14.154219,13.351582,14.258621,13.560702,15.957313,15.498967,13.445124999999987,13.574869999999983,7.261566393863189,12.987740997783034,12.892382,13.253685
148,9.15,14.5027685,14.38455,15.231051,15.354165,16.016567,15.585509,9.367525000000072,10.431215000000066,10.63817938126009,10.027067562211167,9.901856,9.709934
149,8.8,16.156998,13.978257,13.063773,16.961456,16.13183,15.50772,8.979715000000105,9.169710000000123,8.583794039547204,8.81373727405991,8.8408375,9.3281555
150,18.69,14.547733,12.431752,14.46245,16.885965,16.154922,15.500108,18.55519100000003,19.287981666650037,19.907025877752147,18.67646935186135,18.70125,19.330797
151,6.52,15.268894,15.968905,15.34717,15.108525,16.163548,15.513855,7.124601999989924,9.733171166656616,6.087945034019452,6.4385123658804915,6.472019,6.4233665
152,12.9,15.444998,12.515775,13.853369,14.701463,15.983923,15.380126,13.307129999999983,15.205999999999994,16.88632380642086,12.944198923155911,12.498537,12.665971
153,10.08,14.833381,12.601189,13.56842,14.30105,16.002777,15.408308,10.163520000000041,10.331805000000035,8.713903570412324,10.00302041415162,10.08652,9.8139105
154,8.4,16.2467,13.016479,14.727541,18.59825,16.151915,15.394186,9.753765000000085,10.417990000000032,10.637775960186836,11.00580363664042,9.0066185,8.876389
155,18.24,16.382956,12.76164,17.464169,16.485312,16.105772,15.359794,18.369548333329988,18.578058333329984,19.81424175804173,18.135405125721658,18.243704,18.38854
156,12.4,16.23715,12.235932,15.260254,17.399607,15.945469,15.377436,12.804769999999982,13.367659999999983,9.593711936860858,12.702291278063498,12.339965,12.31855
157,8.54,15.404863,14.664189,15.731843,15.219824,15.963563,15.406889,8.603820000000017,8.861590000000042,9.404605640095685,8.661302725692522,8.479641,8.774222
158,7.7,15.507982,12.121885,16.74033,16.138433,16.10104,15.402493,8.209985000000003,8.478209999999997,8.032200628777108,7.791356082989374,7.743243,8.238431
159,17.38,16.04133,13.024612,15.012777,15.994522,16.08698,15.374607,17.454084999999996,17.979638261887636,20.64407307007752,17.38380517426018,17.518646,17.406458
160,19.03,16.603596,15.110936,15.095518,16.81227,16.139063,15.470893,18.606387000000005,17.640422130941005,18.5922584394984,18.96577562525298,18.97035,17.81471
161,13.3,15.1801,13.737299,16.540165,18.527435,15.953062,15.468973,13.516229999999984,13.319339999999983,13.247130519030645,13.411212275325818,13.28178,13.296243
162,10.64,14.699864,14.127808,16.0674,15.4586735,16.015331,15.522548,10.394284999999972,10.394024999999981,10.559750423849565,10.613853264126421,10.6763115,10.546798
163,10.3,15.852847,13.557611,14.124175,18.00809,16.194946,15.452739,10.329900000000002,10.324455000000007,9.19514402939608,10.289413221377718,10.35163,10.2708845
164,4.8,15.077929,13.303931,15.284687,18.133018,16.035872,15.488028,6.550290000000027,5.678600000000014,8.124523561246507,4.874093266512901,5.1506166,5.0978003
165,4.85,14.917583,14.886531,15.973753,16.442879,16.107656,15.559306,4.831090000000085,4.800665000000091,8.233975019692156,4.82187244165447,4.7892466,4.561702
166,2.94,14.978427,13.305314,15.872551,15.6479845,16.22568,15.459477,3.7298099999999152,3.7753899999999394,3.5332950096236786,2.9740818106515157,2.624688,2.911393
167,10.97,15.253485,15.081546,15.022677,19.716919,16.200205,15.500834,10.689223785712985,12.200673845207643,17.448426889540038,10.853596980238112,11.066063,11.213272
168,18.37,15.634982,14.433886,15.132493,16.90534,16.104525,15.50959,18.012414999999976,18.093410380943975,18.466963516707615,18.340365645237803,18.50492,17.887035
169,10.62,15.467483,14.726905,14.42484,17.005045,15.988108,15.563253,10.486325000000061,10.493020000000051,10.455002706617805,10.495587403509811,10.489391,10.348982
170,13.5,15.2488165,14.027974,14.898744,16.910707,15.960168,15.524065,13.676549999999981,13.534394999999982,13.5737932110886,13.647710182057038,13.499968,13.674632
171,11.0,15.809045,15.292754,13.883258,16.963747,16.222757,15.545545,10.775480000000073,10.827960000000072,10.128128442172653,10.732215819248921,10.949404,10.681427
172,17.82,15.183974,13.719401,14.812029,16.533642,16.182604,15.518665,18.859156845221023,17.827450761891004,17.389470825410836,17.82481261397116,17.883242,16.928568
173,4.82,14.46967,15.586826,15.839765,15.153499,16.096783,15.537154,5.1686549999998945,5.164289999999912,3.668817602143708,4.918918510271467,4.7409983,4.6034613
