,Unnamed: 0,checking?,solute,solute SMILES,computed CAS,computed IUPAC,solvent,solvent SMILES,pka,ref
223,223,T,C(CN)2=C(CN)OH,OC(C#N)=C(C#N)C#N,27062-39-1,"2-hydroxyethene-1,1,2-tricarbonitrile",MeCN,CC#N,4.69,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
224,224,T,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",MeCN,CC#N,19.32,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
225,225,T,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",MeCN,CC#N,21.1,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
226,226,,9-pentafluorophenylOctafluorofluorene,no matches,-,-,MeCN,CC#N,18.88,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
227,227,T,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",MeCN,CC#N,18.14,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
228,228,T,(C6H5)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,42238-33-5,"2-(2,3,4,5,6-pentafluorophenyl)-2-phenylacetonitrile",MeCN,CC#N,26.14,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
229,229,T,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",MeCN,CC#N,14.57,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
230,230,T,"2,4-dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,51-28-5,"2,4-dinitrophenol",MeCN,CC#N,16.66,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
231,231,T,HCl,Cl,7647-01-0,chlorane,MeCN,CC#N,10.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
232,232,T,HBr,Br,10035-10-6,bromane,MeCN,CC#N,5.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
233,233,,HI,I,10034-85-2,iodane,MeCN,CC#N,2.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
234,234,T,HClO4,OCl(=O)(=O)=O,7601-90-3,perchloric acid,MeCN,CC#N,1.83,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
235,235,T,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,MeCN,CC#N,2.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
236,236,T,Acetic acid,CC(=O)O,64-19-7,acetic acid,MeCN,CC#N,23.51,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
237,237,T,Benzoic acid,C1=CC=C(C=C1)C(=O)O,65-85-0,benzoic acid,MeCN,CC#N,21.51,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
238,238,,Aniline-H+,C1=CC=C(C=C1)[N+],65756-50-5,phenylazanium,MeCN,CC#N,10.62,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
239,239,,Pyridine-H+,C1=CC=[N+]C=C1,16969-45-2,pyridin-1-ium,MeCN,CC#N,12.53,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
240,240,,DBU-H+,C1CCC2=[N+](CC1)CCCN2,-,"2,3,4,6,7,8,9,10-octahydro-1H-pyrimido[1,2-a]azepin-5-ium",MeCN,CC#N,24.34,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
241,241,,TBD-H+,C1CNC2=[NH+]CCCN2C1,-,"1,2,3,4,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",MeCN,CC#N,26.03,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
242,242,,t-BuP1(dma)3-H+,no matches,-,-,MeCN,CC#N,26.98,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
243,243,,t-BuP1(pyrr)3-H+,no matches,-,-,MeCN,CC#N,28.42,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
244,244,,Et3N-H+,CC[N+](CC)CC,17440-81-2,triethylazanium,MeCN,CC#N,18.63,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
245,245,,TMG-H+,CN(C)C(=[N+])N(C)C,-,[amino(dimethylamino)methylidene]-dimethylazanium,MeCN,CC#N,23.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
246,246,T,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],88-89-1,"2,4,6-trinitrophenol",DCE,C(CCl)Cl,44.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
247,247,T,C(CN)2=C(CN)OH,OC(C#N)=C(C#N)C#N,27062-39-1,"2-hydroxyethene-1,1,2-tricarbonitrile",DCE,C(CCl)Cl,35.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
248,248,T,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",DCE,C(CCl)Cl,53.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
249,249,T,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",DCE,C(CCl)Cl,55.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
250,250,T,9-C6F5-Octafluorofluorene,FC1=C(F)C(=C(C2C3=C(C(=C(F)C(=C3F)F)F)C4=C2C(=C(F)C(=C4F)F)F)C(=C1F)F)F,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",DCE,C(CCl)Cl,53.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
251,251,T,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",DCE,C(CCl)Cl,52.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
252,252,T,HCl,Cl,7647-01-0,chlorane,DCE,C(CCl)Cl,45.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
253,253,T,HBr,Br,10035-10-6,bromane,DCE,C(CCl)Cl,40.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
254,254,,HI,I,10034-85-2,iodane,DCE,C(CCl)Cl,37.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
255,255,T,HClO4,OCl(=O)(=O)=O,7601-90-3,perchloric acid,DCE,C(CCl)Cl,32.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
256,256,T,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,DCE,C(CCl)Cl,33.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
257,257,T,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],88-89-1,"2,4,6-trinitrophenol",DMSO,CS(=O)C,-1.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
258,258,T,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",DMSO,CS(=O)C,8.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
259,259,T,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",DMSO,CS(=O)C,4.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
260,260,T,(C6H5)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,42238-33-5,"2-(2,3,4,5,6-pentafluorophenyl)-2-phenylacetonitrile",DMSO,CS(=O)C,12.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
261,261,T,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",DMSO,CS(=O)C,4.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
262,262,T,"2,4-dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,51-28-5,"2,4-dinitrophenol",DMSO,CS(=O)C,5.4,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
263,263,T,HCl,Cl,7647-01-0,chlorane,DMSO,CS(=O)C,-2.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
264,264,T,HBr,Br,10035-10-6,bromane,DMSO,CS(=O)C,-6.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
265,265,,HI,I,10034-85-2,iodane,DMSO,CS(=O)C,-10.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
266,266,T,HClO4,OCl(=O)(=O)=O,7601-90-3,perchloric acid,DMSO,CS(=O)C,-14.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
267,267,T,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,DMSO,CS(=O)C,-14.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
268,268,T,Acetic acid,CC(=O)O,64-19-7,acetic acid,DMSO,CS(=O)C,12.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
269,269,T,Benzoic acid,C1=CC=C(C=C1)C(=O)O,65-85-0,benzoic acid,DMSO,CS(=O)C,11.1,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
270,270,,Aniline-H+,C1=CC=C(C=C1)[N+],65756-50-5,phenylazanium,DMSO,CS(=O)C,3.59,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
271,271,,Pyridine-H+,C1=CC=[N+]C=C1,16969-45-2,pyridin-1-ium,DMSO,CS(=O)C,3.45,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
272,272,,DBU-H+,C1CCC2=[N+](CC1)CCCN2,-,"2,3,4,6,7,8,9,10-octahydro-1H-pyrimido[1,2-a]azepin-5-ium",DMSO,CS(=O)C,13.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
273,273,,t-BuP1(dma)3-H+,no matches,-,-,DMSO,CS(=O)C,15.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
274,274,,Et3N-H+,CC[N+](CC)CC,17440-81-2,triethylazanium,DMSO,CS(=O)C,9.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
275,275,,TMG-H+,CN(C)C(=[N+])N(C)C,-,[amino(dimethylamino)methylidene]-dimethylazanium,DMSO,CS(=O)C,13.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
276,276,T,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],88-89-1,"2,4,6-trinitrophenol",H2O,O,0.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
277,277,T,Saccharin,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,128-44-9,"1,1-dioxo-1,2-benzothiazol-3-one",H2O,O,1.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
278,278,T,"2,4-dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,51-28-5,"2,4-dinitrophenol",H2O,O,4.1,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
279,279,T,HCl,Cl,7647-01-0,chlorane,H2O,O,-5.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
280,280,T,HBr,Br,10035-10-6,bromane,H2O,O,-8.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
281,281,T,HI,I,10034-85-2,iodane,H2O,O,-9.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
282,282,T,HClO4,OCl(=O)(=O)=O,7601-90-3,perchloric acid,H2O,O,-15.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
283,283,T,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,H2O,O,-14.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
284,284,T,Acetic acid,CC(=O)O,64-19-7,acetic acid,H2O,O,4.75,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
285,285,T,Benzoic acid,C1=CC=C(C=C1)C(=O)O,65-85-0,benzoic acid,H2O,O,4.25,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
286,286,+,Aniline-H+,C1=CC=C(C=C1)[N+],65756-50-5,phenylazanium,H2O,O,4.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
287,287,+,Pyridine-H+,C1=CC=[N+]C=C1,16969-45-2,pyridin-1-ium,H2O,O,5.25,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
288,288,+,Et3N-H+,CC[N+](CC)CC,17440-81-2,triethylazanium,H2O,O,10.7,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
289,289,+,TMG-H+,CN(C)C(=[N+])N(C)C,-,[amino(dimethylamino)methylidene]-dimethylazanium,H2O,O,13.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
290,290,T,Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],88-89-1,"2,4,6-trinitrophenol",THF,C1CCOC1,11.84,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
291,291,T,"2,4-dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,51-28-5,"2,4-dinitrophenol",THF,C1CCOC2,16.94,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
292,292,T,HClO4,OCl(=O)(=O)=O,7601-90-3,perchloric acid,THF,C1CCOC3,7.57,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
293,293,T,Trifluoromethanesulfonic acid,C(F)(F)(F)S(=O)(=O)O,1493-13-6,trifluoromethanesulfonic acid,THF,C1CCOC4,7.83,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
294,294,T,Acetic acid,CC(=O)O,64-19-7,acetic acid,THF,C1CCOC5,22.48,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
295,295,T,Benzoic acid,C1=CC=C(C=C1)C(=O)O,65-85-0,benzoic acid,THF,C1CCOC6,25.11,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
296,296,+,Aniline-H+,C1=CC=C(C=C1)[N+],65756-50-5,phenylazanium,THF,C1CCOC7,5.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
297,297,+,Pyridine-H+,C1=CC=[N+]C=C1,16969-45-2,pyridin-1-ium,THF,C1CCOC8,5.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
298,298,+,DBU-H+,C1CCC2=[N+](CC1)CCCN2,-,"2,3,4,6,7,8,9,10-octahydro-1H-pyrimido[1,2-a]azepin-5-ium",THF,C1CCOC9,16.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
299,299,+,TBD-H+,C1CNC2=[NH+]CCCN2C1,-,"1,2,3,4,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",THF,C1CCOC10,19.4,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
300,300,+,t-BuP1(dma)3-H+,no matches,-,-,THF,C1CCOC11,18.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
301,301,+,t-BuP1(pyrr)3-H+,no matches,-,-,THF,C1CCOC12,20.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
302,302,+,Et3N-H+,CC[N+](CC)CC,17440-81-2,triethylazanium,THF,C1CCOC13,12.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
303,303,+,TMG-H+,CN(C)C(=[N+])N(C)C,-,[amino(dimethylamino)methylidene]-dimethylazanium,THF,C1CCOC14,15.5,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
304,304,T,(2-C10F7)2CHCN,C(#N)C(C1=C(C2=C(C(=C1F)F)C(=C(C(=C2F)F)F)F)F)C3=C(C4=C(C(=C3F)F)C(=C(C(=C4F)F)F)F)F,62325-38-6,"2,2-bis(1,3,4,5,6,7,8-heptafluoronaphthalen-2-yl)acetonitrile",Heptane,CCCCCCC,-0.68,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
305,305,T,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",Heptane,CCCCCCC,1.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
306,306,T,9-C6F5-Octafluorofluorene,FC1=C(F)C(=C(C2C3=C(C(=C(F)C(=C3F)F)F)C4=C2C(=C(F)C(=C4F)F)F)C(=C1F)F)F,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",Heptane,CCCCCCC,0.0,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
307,307,T,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",Heptane,CCCCCCC,-1.39,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
308,308,T,(C6F5)2CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(F)C(=C2F)F)F)C(=C1F)F)F,Bis(pentafluorophenyl)acetonitrile,"2,2-bis(2,3,4,5,6-pentafluorophenyl)acetonitrile",DME,COCCOC.COCCOC,6.4,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
309,309,T,9-C6F5-Octafluorofluorene,FC1=C(F)C(=C(C2C3=C(C(=C(F)C(=C3F)F)F)C4=C2C(=C(F)C(=C4F)F)F)C(=C1F)F)F,63264-80-2,"1,2,3,4,5,6,7,8-octafluoro-9-(2,3,4,5,6-pentafluorophenyl)-9H-fluorene",DME,COCCOC.COCCOC,5.3,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
310,310,T,(4-CF3-C6F4)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=C(F)C(=C(C(=C2F)F)C(F)(F)F)F)C(=C1F)F)F,-,"2-(2,3,4,5,6-pentafluorophenyl)-2-[2,3,5,6-tetrafluoro-4-(trifluoromethyl)phenyl]acetonitrile",DME,COCCOC.COCCOC,3.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
311,311,T,(C6H5)(C6F5)CHCN,FC1=C(F)C(=C(C(C#N)C2=CC=CC=C2)C(=C1F)F)F,42238-33-5,"2-(2,3,4,5,6-pentafluorophenyl)-2-phenylacetonitrile",DME,COCCOC.COCCOC,11.8,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
312,312,,2-Cl-C7H4P1(pyrr),no matches,-,-,MeCN,CC#N,20.17,pKa_values_of_nitrogen_heterocycles.pdf
313,313,,"Quino[7,8-h]quinoline",C1=CC2=C(C3=C(C=C2)C=CC4=C3N=CC=C4)N=C1,-,"quinolino[7,8-h]quinoline",MeCN,CC#N,19.61,pKa_values_of_nitrogen_heterocycles.pdf
314,314,,"2,5-Cl2-C6H3P1(pyrr)",no matches,-,-,MeCN,CC#N,18.52,pKa_values_of_nitrogen_heterocycles.pdf
315,315,,4-NO2-C6H4P1(pyrr),no matches,-,-,MeCN,CC#N,18.51,pKa_values_of_nitrogen_heterocycles.pdf
316,316,,"2,3-diaminopyridine",C1=CC(=C(N=C1)N)N,452-58-4,"pyridine-2,3-diamine",MeCN,CC#N,15.24,pKa_values_of_nitrogen_heterocycles.pdf
317,317,,Imidazole,C1=CN=CN1,-,-,MeCN,CC#N,15.05,pKa_values_of_nitrogen_heterocycles.pdf
318,318,,"2,4-dinitroC6H3P1(pyrr)",no matches,-,-,MeCN,CC#N,14.88,pKa_values_of_nitrogen_heterocycles.pdf
319,319,,"2,6-diaminoPyridine",C1=CC(=NC(=C1)N)N,141-86-6,"pyridine-2,6-diamine",MeCN,CC#N,14.77,pKa_values_of_nitrogen_heterocycles.pdf
320,320,,"2,6-Cl2-4-NO2-C6H2P1(pyrr)",no matches,-,-,MeCN,CC#N,14.43,pKa_values_of_nitrogen_heterocycles.pdf
321,321,,"2,6-Cl2-4-NO2-C6H2P1(pyrr)",no matches,-,-,MeCN,CC#N,14.13,pKa_values_of_nitrogen_heterocycles.pdf
322,322,,"2,6-NO2-C6H3P1(pyrr)",no matches,-,-,MeCN,CC#N,14.12,pKa_values_of_nitrogen_heterocycles.pdf
323,323,,Phenanthroline,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,66-71-7,"1,10-phenanthroline",MeCN,CC#N,13.68,pKa_values_of_nitrogen_heterocycles.pdf
324,324,,Benzimidazole,C1=CC=C2C(=C1)NC=N2,-,-,MeCN,CC#N,13.52,pKa_values_of_nitrogen_heterocycles.pdf
325,325,,2-methylpyridine,CC1=CC=CC=N1,109-06-8,2-methylpyridine,MeCN,CC#N,13.32,pKa_values_of_nitrogen_heterocycles.pdf
326,326,,Isoquinoline,C1=CC=C2C=NC=CC2=C1,119-65-3,isoquinoline,MeCN,CC#N,12.69,pKa_values_of_nitrogen_heterocycles.pdf
327,327,,Acridine,C1=CC=C2C(=C1)C=C3C=CC=CC3=N2,-,-,MeCN,CC#N,12.67,pKa_values_of_nitrogen_heterocycles.pdf
328,328,,Pyridine,C1=CC=NC=C1,-,-,MeCN,CC#N,12.53,pKa_values_of_nitrogen_heterocycles.pdf
329,329,,Thiabendazole,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,-,-,MeCN,CC#N,12.42,pKa_values_of_nitrogen_heterocycles.pdf
330,330,,"2,2'-Bipyridine",C1=CC=NC(=C1)C2=CC=CC=N2,366-18-7,2-pyridin-2-ylpyridine,MeCN,CC#N,12.26,pKa_values_of_nitrogen_heterocycles.pdf
331,331,,Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,-,-,MeCN,CC#N,12.24,pKa_values_of_nitrogen_heterocycles.pdf
332,332,,Quinoline,C1=CC=C2C(=C1)C=CC=N2,-,-,MeCN,CC#N,11.96,pKa_values_of_nitrogen_heterocycles.pdf
333,333,,"5,6-Benzoquinoline",C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,85-02-9,benzo[f]quinoline,MeCN,CC#N,11.96,pKa_values_of_nitrogen_heterocycles.pdf
334,334,,4-methoxyAniline,COC1=CC=C(C=C1)N,-,-,MeCN,CC#N,11.86,pKa_values_of_nitrogen_heterocycles.pdf
335,335,,2-methyl-8-aminoquinoline,CC1=NC2=C(C=CC=C2N)C=C1,18978-78-4,2-methylquinolin-8-amine,MeCN,CC#N,11.54,pKa_values_of_nitrogen_heterocycles.pdf
