,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
17,Brc1cccc(Br)c1N(C1=[NH+]CCN1)C1CCCCC1,O,0,0,11.3,['11.3'],['combined_training_datasets_unique.sdf']
18,Brc1cccc(Br)c1N(CC1CC1)C1=[NH+]CCN1,O,0,0,10.88,['10.88'],['combined_training_datasets_unique.sdf']
19,Brc1cccc(Br)c1N(CC1CCC1)C1=[NH+]CCN1,O,0,0,10.9,['10.9'],['combined_training_datasets_unique.sdf']
20,Brc1cccc(Br)c1N(CC1CCCC1)C1=[NH+]CCN1,O,0,0,10.9,['10.9'],['combined_training_datasets_unique.sdf']
21,Brc1cccc(Br)c1N(CC1CCCCC1)C1=[NH+]CCN1,O,0,0,11.2,['11.2'],['combined_training_datasets_unique.sdf']
22,Brc1cccc(Br)c1N(Cc1ccccc1)C1=[NH+]CCN1,O,0,0,10.4,['10.4'],['combined_training_datasets_unique.sdf']
23,Brc1cccc(Br)c1N(Cc1ccco1)C1=[NH+]CCN1,O,0,0,10.5,['10.5'],['combined_training_datasets_unique.sdf']
24,Brc1cccc(Br)c1N(Cc1cccs1)C1=[NH+]CCN1,O,0,0,10.51,['10.51'],['combined_training_datasets_unique.sdf']
25,Brc1cccc(Br)c1NC1=[NH+]CCN1,O,0,0,7.85,['7.85'],['combined_training_datasets_unique.sdf']
26,Brc1cccc(N(CC2CC2)C2=[NH+]CCN2)c1Br,O,0,0,11.1,['11.1'],['combined_training_datasets_unique.sdf']
27,Brc1cccc(N2CCc3ccccc3C2)n1,O,0,0,2.0,['2.0'],['combined_training_datasets_unique.sdf']
28,Brc1ccccc1-c1nn[n-]n1,O,0,0,3.83,['3.83'],['combined_training_datasets_unique.sdf']
29,Brc1ccccc1N(CC1CC1)C1=[NH+]CCN1,O,0,0,11.2,['11.2'],['combined_training_datasets_unique.sdf']
30,Brc1ccccc1Nc1c2ccccc2nc2ccccc12,O,0,0,6.41,['6.41'],['combined_training_datasets_unique.sdf']
31,Brc1cccnc1,O,0,0,2.94,['2.94'],['combined_training_datasets_unique.sdf']
32,Brc1ccnc2c1ccc1cccnc12,O,0,0,4.03,['4.03'],['combined_training_datasets_unique.sdf']
33,Brc1cnc2c(ccc3cc(Br)cnc32)c1,O,0,0,3.9,['3.9'],['combined_training_datasets_unique.sdf']
34,Brc1cncc2ccccc12,O,0,0,3.54,['3.54'],['combined_training_datasets_unique.sdf']
35,Brc1nn[n-]n1,O,0,0,2.13,['2.13'],['combined_training_datasets_unique.sdf']
36,C#CC#CC#CCC(O)CCC(=O)[O-],O,0,0,4.75,['4.75'],['combined_training_datasets_unique.sdf']
37,C#CC(C)(C(C)C)[NH+](C)C(C)C,O,0,0,8.7,['8.7'],['combined_training_datasets_unique.sdf']
38,C#CC(C)(C)Nc1ccccc1,O,0,0,4.26,['4.26'],['combined_training_datasets_unique.sdf']
39,C#CC(C)(C)[NH+](C)C(C)(C)C,O,0,0,9.3,['9.3'],['combined_training_datasets_unique.sdf']
40,C#CC(C)(C)[NH+](C)C(C)(C)C#C,O,0,0,6.65,['6.65'],['combined_training_datasets_unique.sdf']
41,C#CC(C)(C)[NH+](C)C(C)C,O,0,0,8.7,['8.7'],['combined_training_datasets_unique.sdf']
42,C#CC(C)(C)[NH+](CC)C(C)(C)C,O,0,0,9.6,['9.6'],['combined_training_datasets_unique.sdf']
43,C#CC(C)(C)[NH2+]C(C)(C)C#C,O,0,0,6.45,['6.45'],['combined_training_datasets_unique.sdf']
44,C#CC(C)(C)[NH2+]C(C)(C)C=C,O,0,0,8.2,['8.2'],['combined_training_datasets_unique.sdf']
45,C#CC(C)(C)[NH2+]C(C)(C)CC,O,0,0,9.0,['9.0'],['combined_training_datasets_unique.sdf']
46,C#CC(C)Nc1ccccc1,O,0,0,3.25,['3.25'],['combined_training_datasets_unique.sdf']
47,C#CC(CC)(CC)[NH+](C)C(C)C,O,0,0,8.8,['8.8'],['combined_training_datasets_unique.sdf']
48,C#CC(CC)(CC)[NH+](CC)C(C)C,O,0,0,8.2,['8.2'],['combined_training_datasets_unique.sdf']
49,C#CCC(=O)[O-],O,0,0,3.31,['3.31'],['combined_training_datasets_unique.sdf']
50,C#CCCC(=O)[O-],O,0,0,4.2,['4.2'],['combined_training_datasets_unique.sdf']
51,C#CCCCC(=O)[O-],O,0,0,4.6,['4.6'],['combined_training_datasets_unique.sdf']
52,C#CCCCCC(=O)[O-],O,0,0,4.58,['4.58'],['combined_training_datasets_unique.sdf']
53,C#CCCCCCC[NH3+],O,0,0,10.74,['10.74'],['combined_training_datasets_unique.sdf']
54,C#CCCCCC[NH3+],O,0,0,10.64,['10.64'],['combined_training_datasets_unique.sdf']
55,C#CCCCC[NH+](C)C,O,0,0,9.24,['9.24'],['combined_training_datasets_unique.sdf']
56,C#CCCCC[NH3+],O,0,0,10.5,['10.5'],['combined_training_datasets_unique.sdf']
57,C#CCCCCn1c[n+](C)c(CN=O)n1,O,0,0,7.34,['7.34'],['combined_training_datasets_unique.sdf']
58,C#CCCC[NH+](C)C,O,0,0,8.88,['8.88'],['combined_training_datasets_unique.sdf']
59,C#CCCC[NH3+],O,0,0,10.21,['10.21'],['combined_training_datasets_unique.sdf']
60,C#CCC[NH+](C)C,O,0,0,8.33,['8.33'],['combined_training_datasets_unique.sdf']
61,C#CCC[NH3+],O,0,0,9.23,['9.23'],['combined_training_datasets_unique.sdf']
62,C#CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,10.1,['10.1'],['combined_training_datasets_unique.sdf']
63,C#CCN(CC#C)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],O,0,0,9.3,['9.3'],['combined_training_datasets_unique.sdf']
64,C#CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],O,0,0,9.4,['9.4'],['combined_training_datasets_unique.sdf']
65,C#CCNN,O,0,0,5.46,['5.46'],['combined_training_datasets_unique.sdf']
66,C#CCNc1ccccc1,O,0,0,3.06,['3.06'],['combined_training_datasets_unique.sdf']
67,C#CCOc1noc2c1C[NH2+]CC2,O,0,0,7.6,['7.6'],['combined_training_datasets_unique.sdf']
68,C#CC[NH+](C)C,O,0,0,7.05,['7.05'],['combined_training_datasets_unique.sdf']
69,C#CC[NH+](C)[C@H](C)Cc1ccccc1,O,0,0,8.015,['8.015'],['combined_training_datasets_unique.sdf']
70,C#CC[NH+]1CCN(C(=O)OCC)CC1,O,0,0,5.44,['5.44'],['combined_training_datasets_unique.sdf']
71,C#CC[NH+]1CCOCC1,O,0,0,5.54,['5.54'],['combined_training_datasets_unique.sdf']
72,C#CC[NH2+]CC#C,O,0,0,6.08,['6.08'],['combined_training_datasets_unique.sdf']
73,C#CC[NH3+],O,0,0,8.19,['8.19'],['combined_training_datasets_unique.sdf']
74,C#C[C@]1(O)C[C@@H](C)[NH+](C)[C@@H]2CCCC[C@H]21,O,0,0,9.53,['9.53'],['combined_training_datasets_unique.sdf']
75,C#C[C@]1(O)C[C@@H](C)[NH+](C)[C@H]2CCCC[C@@H]21,O,0,0,8.99,['8.99'],['combined_training_datasets_unique.sdf']
76,C#C[C@]1(O)C[C@@H](C)[NH2+][C@@H]2CCCC[C@H]21,O,0,0,9.73,['9.73'],['combined_training_datasets_unique.sdf']
77,C#C[C@]1(O)C[C@@H](C)[NH2+][C@H]2CCCC[C@@H]21,O,0,0,9.29,['9.29'],['combined_training_datasets_unique.sdf']
78,C#C[C@]1(O)C[C@H](C)[NH+](C)[C@@H]2CCCC[C@H]21,O,0,0,9.22,['9.22'],['combined_training_datasets_unique.sdf']
79,C#C[C@]1(O)C[C@H](C)[NH2+][C@@H]2CCCC[C@H]21,O,0,0,9.63,['9.63'],['combined_training_datasets_unique.sdf']
80,C#N,O,0,0,9.18,['9.18'],['combined_training_datasets_unique.sdf']
81,C(=C/c1ccccc1)\CN1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,O,0,0,7.47,['7.47'],['combined_training_datasets_unique.sdf']
82,C(=C/c1ccncc1)\c1ccccc1,O,0,0,5.97,['5.97'],['combined_training_datasets_unique.sdf']
83,C(=C\c1ccncc1)\c1ccccc1,O,0,0,5.77,['5.77'],['combined_training_datasets_unique.sdf']
84,C(=N/c1ccccc1)\c1ccccc1,O,0,0,4.55,['4.55'],['combined_training_datasets_unique.sdf']
85,C(Nc1ccccc1)=[NH+]c1ccccc1,O,0,0,6.3,['6.3'],['combined_training_datasets_unique.sdf']
86,C/C(=C(\CCO)SSCCC(C)C)N(C=O)Cc1cnc(C)nc1N,O,0,0,5.58,['5.58'],['combined_training_datasets_unique.sdf']
87,C/C(=C/Cl)C(=O)[O-],O,0,0,3.05,['3.05'],['combined_training_datasets_unique.sdf']
88,C/C(=C\Cl)C(=O)[O-],O,0,0,4.03,['4.03'],['combined_training_datasets_unique.sdf']
89,C/C(=C\c1ccccc1)CC(=O)[O-],O,0,0,5.35,['5.35'],['combined_training_datasets_unique.sdf']
90,C/C(N)=N/[NH+](C)C,O,0,0,10.0,['10.0'],['combined_training_datasets_unique.sdf']
91,C/C(N)=[NH+]/O,O,0,0,5.9,['5.9'],['combined_training_datasets_unique.sdf']
92,C/C(O)=C/C(N)=O,O,0,0,9.46,['9.46'],['combined_training_datasets_unique.sdf']
93,C/C=C(/C)C(=O)[O-],O,0,0,4.3,['4.3'],['combined_training_datasets_unique.sdf']
94,C/C=C(\Cl)C(=O)[O-],O,0,0,3.22,['3.22'],['combined_training_datasets_unique.sdf']
95,C/C=C/C#CC(=O)[O-],O,0,0,2.67,['2.67'],['combined_training_datasets_unique.sdf']
96,C/C=C/C(=O)[O-],O,0,0,4.79,['4.79'],['combined_training_datasets_unique.sdf']
97,C/C=C/C1=C([O-])c2ccccc2C(=O)C1=O,O,0,0,4.78,['4.78'],['combined_training_datasets_unique.sdf']
98,C/C=C/C=C/C(=O)[O-],O,0,0,4.53,['4.53'],['combined_training_datasets_unique.sdf']
99,C/C=C/CC(=O)[O-],O,0,0,4.28,['4.28'],['combined_training_datasets_unique.sdf']
100,C/C=C/CCC(=O)[O-],O,0,0,4.72,['4.72'],['combined_training_datasets_unique.sdf']
101,C/C=C/CN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,11.0,['11.0'],['combined_training_datasets_unique.sdf']
102,C/C=C/COc1noc2c1C[NH2+]CC2,O,0,0,7.7,['7.7'],['combined_training_datasets_unique.sdf']
103,C/C=C1/C[NH+]2[C@H]3C[C@@]45c6ccccc6N(C)[C@H]4[C@H]2C[C@H]1C3[C@H]5O,O,0,0,8.5,['8.5'],['combined_training_datasets_unique.sdf']
104,C/C=C\C=C/C(=O)[O-],O,0,0,4.51,['4.51'],['combined_training_datasets_unique.sdf']
105,C/N=C(/SC)c1ccccc1,O,0,0,6.42,['6.42'],['combined_training_datasets_unique.sdf']
106,C/N=C(\C)SC,O,0,0,7.71,['7.71'],['combined_training_datasets_unique.sdf']
107,C/N=C(\NC#N)Nc1cccc(-c2csc([NH+]=C(N)N)n2)c1,O,0,0,6.2,['6.2'],['combined_training_datasets_unique.sdf']
108,C/N=C1/CCCCC1C,O,0,0,9.47,['9.47'],['combined_training_datasets_unique.sdf']
109,C/N=c1/oc2c(n1C)CCCC2,O,0,0,10.23,['10.23'],['combined_training_datasets_unique.sdf']
110,C/N=c1/sc2c(n1C)CCCC2,O,0,0,10.0,['10.0'],['combined_training_datasets_unique.sdf']
111,C/N=c1/scc(C)n1C,O,0,0,9.97,['9.97'],['combined_training_datasets_unique.sdf']
112,C1=C(c2ccccc2)C2CC[NH+]1CC2,O,0,0,9.1,['9.1'],['combined_training_datasets_unique.sdf']
113,C1=C(c2ccco2)C2CC[NH+]1CC2,O,0,0,8.92,['8.92'],['combined_training_datasets_unique.sdf']
114,C1=C(c2nc3ccccc3o2)C2CC[NH+]1CC2,O,0,0,7.23,['7.23'],['combined_training_datasets_unique.sdf']
115,C1=C(c2nc3ccccc3s2)C2CC[NH+]1CC2,O,0,0,7.4,['7.4'],['combined_training_datasets_unique.sdf']
116,C1=C[NH+]2CCC1CC2,O,0,0,9.82,['9.82'],['combined_training_datasets_unique.sdf']
117,C1=NC(c2ccccc2)[NH2+]C1,O,0,0,6.48,['6.48'],['combined_training_datasets_unique.sdf']
118,C1=NC[NH2+]C1,O,0,0,6.99,['6.99'],['combined_training_datasets_unique.sdf']
119,C1CC2CC1NN2,O,0,0,7.94,['7.94'],['combined_training_datasets_unique.sdf']
120,C1CC2CCC1C[NH2+]2,O,0,0,11.0,['11.0'],['combined_training_datasets_unique.sdf']
121,C1CC2CCC[NH+]2C1,O,0,0,11.74,['11.74'],['combined_training_datasets_unique.sdf']
122,C1CCC(C2=NCCC2)CC1,O,0,0,6.05,['6.05'],['combined_training_datasets_unique.sdf']
123,C1CCC(C2CCC[NH2+]2)CC1,O,0,0,10.8,['10.8'],['combined_training_datasets_unique.sdf']
124,C1CCC([NH+]2CCCC2)CC1,O,0,0,10.7,['10.7'],['combined_training_datasets_unique.sdf']
125,C1CCC2C[NH2+]CCC2C1,O,0,0,10.95,['10.95'],['combined_training_datasets_unique.sdf']
126,C1CCC2[NH2+]CCCC2C1,O,0,0,10.9,['10.9'],['combined_training_datasets_unique.sdf']
127,C1CCC[NH2+]CC1,O,0,0,10.94,['10.94'],['combined_training_datasets_unique.sdf']
128,C1CCC[NH2+]CCC1,O,0,0,10.78,['10.78'],['combined_training_datasets_unique.sdf']
129,C1CCN(N2CCCC2)C1,O,0,0,7.16,['7.16'],['combined_training_datasets_unique.sdf']
130,C1CCN(N2CCCCC2)CC1,O,0,0,7.09,['7.09'],['combined_training_datasets_unique.sdf']
131,C1CCN2CCCCN2C1,O,0,0,6.79,['6.79'],['combined_training_datasets_unique.sdf']
132,C1CC[NH2+]C1,O,0,0,11.285,['11.285'],['combined_training_datasets_unique.sdf']
133,C1CC[NH2+]CC1,O,0,0,11.18,['11.18'],['combined_training_datasets_unique.sdf']
134,C1CCc2c(nnc3c2CCCC3)C1,O,0,0,6.12,['6.12'],['combined_training_datasets_unique.sdf']
135,C1CCc2nnc3c(c2CC1)CCCC3,O,0,0,6.03,['6.03'],['combined_training_datasets_unique.sdf']
136,C1CN2CCCN2C1,O,0,0,7.95,['7.95'],['combined_training_datasets_unique.sdf']
137,C1COC(NC(C2CC2)C2CC2)=[NH+]1,O,0,0,9.26,['9.26'],['combined_training_datasets_unique.sdf']
138,C1COCCOCc2n[nH]c(n2)COCCOCCO1,O,0,0,9.55,['9.55'],['combined_training_datasets_unique.sdf']
139,C1COCC[NH2+]1,O,0,0,8.4825,['8.4825'],['combined_training_datasets_unique.sdf']
140,C1CSCC[NH2+]1,O,0,0,9.05,['9.05'],['combined_training_datasets_unique.sdf']
141,C1CSC[NH2+]1,O,0,0,6.31,['6.31'],['combined_training_datasets_unique.sdf']
142,C1C[NH+](CC2CO2)CCO1,O,0,0,5.88,['5.88'],['combined_training_datasets_unique.sdf']
143,C1C[NH+]2CCC1CC2,O,0,0,11.04,['11.04'],['combined_training_datasets_unique.sdf']
144,C1C[NH+]2CC[C@H]3CO[C@@H]1[C@H]32,O,0,0,9.44,['9.44'],['combined_training_datasets_unique.sdf']
145,C1C[NH+]=C2NCCC2C1,O,0,0,11.7,['11.7'],['combined_training_datasets_unique.sdf']
146,C1C[NH2+]1,O,0,0,6.05,['6.05'],['combined_training_datasets_unique.sdf']
147,C1C[NH2+]C1,O,0,0,10.995,['10.995'],['combined_training_datasets_unique.sdf']
148,C1OC1C[NH+](CC1CO1)CC1CO1,O,0,0,5.01,['5.01'],['combined_training_datasets_unique.sdf']
149,C=C(Br)COc1noc2c1C[NH2+]CC2,O,0,0,7.6,['7.6'],['combined_training_datasets_unique.sdf']
150,C=C(C(=O)O[C@@H]1C[C@H]2[C@H]3O[C@H]3[C@@H](C1)[NH+]2C)c1ccccc1,O,0,0,7.72,['7.72'],['combined_training_datasets_unique.sdf']
151,C=C(C)C(=O)NC(C)(C)CC[NH+](C)C,O,0,0,9.37,['9.37'],['combined_training_datasets_unique.sdf']
152,C=C(C)C(=O)NC(C)C[NH+](C)C,O,0,0,8.51,['8.51'],['combined_training_datasets_unique.sdf']
153,C=C(C)C(=O)NCCC[NH+](C)C,O,0,0,9.25,['9.25'],['combined_training_datasets_unique.sdf']
154,C=C(C)C(=O)NCC[NH+](C)C,O,0,0,8.54,['8.54'],['combined_training_datasets_unique.sdf']
155,C=C(C)C(=O)NCC[NH+](CC)CC,O,0,0,9.37,['9.37'],['combined_training_datasets_unique.sdf']
156,C=C(C)C(=O)OC(C)C[NH+](C)C,O,0,0,7.96,['7.96'],['combined_training_datasets_unique.sdf']
157,C=C(C)C(=O)OC(C)C[NH+](CC)CC,O,0,0,8.65,['8.65'],['combined_training_datasets_unique.sdf']
158,C=C(C)C(=O)OCCC[NH3+],O,0,0,9.62,['9.62'],['combined_training_datasets_unique.sdf']
159,C=C(C)C(=O)OCC[NH+](C(C)C)C(C)C,O,0,0,8.77,['8.77'],['combined_training_datasets_unique.sdf']
160,C=C(C)C(=O)OCC[NH+](C)C,O,0,0,8.06,['8.06'],['combined_training_datasets_unique.sdf']
161,C=C(C)C(=O)OCC[NH+](C)CCCC,O,0,0,8.27,['8.27'],['combined_training_datasets_unique.sdf']
162,C=C(C)C(=O)OCC[NH+](CC)CC,O,0,0,8.66,['8.66'],['combined_training_datasets_unique.sdf']
163,C=C(C)C(=O)OCC[NH2+]C,O,0,0,8.96,['8.96'],['combined_training_datasets_unique.sdf']
164,C=C(C)C(=O)OCC[NH2+]C(C)C,O,0,0,9.13,['9.13'],['combined_training_datasets_unique.sdf']
165,C=C(C)C(=O)OCC[NH2+]CC,O,0,0,9.15,['9.15'],['combined_training_datasets_unique.sdf']
166,C=C(C)C(=O)OCC[NH2+]CC(C)C,O,0,0,8.91,['8.91'],['combined_training_datasets_unique.sdf']
167,C=C(C)C(=O)OCC[NH2+]CCCC,O,0,0,9.12,['9.12'],['combined_training_datasets_unique.sdf']
168,C=C(C)C(=O)OCC[NH3+],O,0,0,8.7,['8.7'],['combined_training_datasets_unique.sdf']
169,C=C(C)C(=O)[O-],O,0,0,4.66,['4.66'],['combined_training_datasets_unique.sdf']
170,C=C(C)C(C)(C(N)=O)C(=O)[O-],O,0,0,3.42,['3.42'],['combined_training_datasets_unique.sdf']
171,C=C(C)C([NH3+])O,O,0,0,8.0,['8.0'],['combined_training_datasets_unique.sdf']
172,C=C(C)CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,10.9,['10.9'],['combined_training_datasets_unique.sdf']
173,C=C(C)CN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,10.71,['10.71'],['combined_training_datasets_unique.sdf']
174,C=C(C)[C@@H]1CN(C(C)=O)[C@H](C(=O)OC)[C@@H]1CC(=O)[O-],O,0,0,4.6,['4.6'],['combined_training_datasets_unique.sdf']
175,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)OC,O,0,0,9.52,['9.52'],['combined_training_datasets_unique.sdf']
176,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(N)=O,O,0,0,9.47,['9.47'],['combined_training_datasets_unique.sdf']
177,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,O,0,0,3.5,['3.5'],['combined_training_datasets_unique.sdf']
178,C=C(CCCC)C(=O)[O-],O,0,0,4.8,['4.8'],['combined_training_datasets_unique.sdf']
179,C=C(F)C(=O)[O-],O,0,0,2.55,['2.55'],['combined_training_datasets_unique.sdf']
180,C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],O,0,0,9.4,['9.4'],['combined_training_datasets_unique.sdf']
181,C=C(OC)C(=O)[O-],O,0,0,3.38,['3.38'],['combined_training_datasets_unique.sdf']
182,C=C(SC1CCCCC1)C(=O)[O-],O,0,0,3.4,['3.4'],['combined_training_datasets_unique.sdf']
183,C=C1[C@H](OC(C)=O)[C@]23C[C@H]4C5[C@@]67C(C2C[C@@H]1C[C@]36O)[NH+]4C[C@]5(C)C[C@@H](OC(C)=O)[C@@H]7OC(C)=O,O,0,0,8.35,['8.35'],['combined_training_datasets_unique.sdf']
184,C=C=CC(=O)[O-],O,0,0,3.96,['3.96'],['combined_training_datasets_unique.sdf']
185,C=CC#CCC(=O)[O-],O,0,0,3.41,['3.41'],['combined_training_datasets_unique.sdf']
186,C=CC(=O)NC(C)(C)CC[NH+](C)C,O,0,0,9.39,['9.39'],['combined_training_datasets_unique.sdf']
187,C=CC(=O)NC(C)(C)CC[NH+](CC)CC,O,0,0,10.09,['10.09'],['combined_training_datasets_unique.sdf']
188,C=CC(=O)NCCC[NH+](C)C,O,0,0,9.23,['9.23'],['combined_training_datasets_unique.sdf']
189,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CC[NH+](C)C,O,0,0,9.0,['9.0'],['combined_training_datasets_unique.sdf']
190,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC([NH+](C)C)C1,O,0,0,7.2,['7.2'],['combined_training_datasets_unique.sdf']
191,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC[C@@H]([NH+](C)C)C1,O,0,0,8.1,['8.1'],['combined_training_datasets_unique.sdf']
192,C=CC(=O)OCC[NH+](C)C,O,0,0,8.25,['8.25'],['combined_training_datasets_unique.sdf']
193,C=CC(=O)OCC[NH+](CC)CC,O,0,0,8.55,['8.55'],['combined_training_datasets_unique.sdf']
194,C=CC(=O)[O-],O,0,0,4.25,['4.25'],['combined_training_datasets_unique.sdf']
195,C=CC(C)(C)Nc1ccccc1,O,0,0,4.88,['4.88'],['combined_training_datasets_unique.sdf']
196,C=CC(C)(C)OCC(O)C[NH2+]C(C)(C)C,O,0,0,9.67,['9.67'],['combined_training_datasets_unique.sdf']
197,C=CC(C)(C)[NH+](C)C(C)(C)C,O,0,0,11.3,['11.3'],['combined_training_datasets_unique.sdf']
198,C=CC(C)(C)[NH2+]C(C)(C)C=C,O,0,0,10.1,['10.1'],['combined_training_datasets_unique.sdf']
199,C=CC(C)(C)[NH2+]C(C)(C)CC,O,0,0,10.8,['10.8'],['combined_training_datasets_unique.sdf']
200,C=CC(C)(CC)[NH+](C)C(C)C,O,0,0,11.3,['11.3'],['combined_training_datasets_unique.sdf']
201,C=CC(C)Nc1ccccc1,O,0,0,4.57,['4.57'],['combined_training_datasets_unique.sdf']
202,C=CC(Cl)C(=O)[O-],O,0,0,2.54,['2.54'],['combined_training_datasets_unique.sdf']
203,C=CC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.5,['3.5'],['combined_training_datasets_unique.sdf']
204,C=CC1C[NH+]2CCC1C[C@H]2C(=O)[O-],O,0,0,10.6,['10.6'],['combined_training_datasets_unique.sdf']
205,C=CCC(=O)[O-],O,0,0,4.33,['4.33'],['combined_training_datasets_unique.sdf']
206,C=CCC(C)(C[NH+](CC)CC)OC(=O)CC(C)C,O,0,0,8.1,['8.1'],['combined_training_datasets_unique.sdf']
207,C=CCC(C)(C[NH+](CC)CC)OC(=O)CCC,O,0,0,8.5,['8.5'],['combined_training_datasets_unique.sdf']
208,C=CCC(C)(C[NH+](CC)CC)OC(=O)c1ccccc1,O,0,0,7.8,['7.8'],['combined_training_datasets_unique.sdf']
209,C=CCC(C)(C[NH+](CC)CC)OC(C)=O,O,0,0,9.85,['9.85'],['combined_training_datasets_unique.sdf']
210,C=CCC(C)(O)C[NH+](CC)CC,O,0,0,9.71,['9.71'],['combined_training_datasets_unique.sdf']
211,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,O,0,0,4.74,['4.74'],['combined_training_datasets_unique.sdf']
212,C=CCC1(CC=C)SC(=O)[N-]C1=O,O,0,0,6.1,['6.1'],['combined_training_datasets_unique.sdf']
213,C=CCCC(=O)[O-],O,0,0,4.68,['4.68'],['combined_training_datasets_unique.sdf']
214,C=CCCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,11.2,['11.2'],['combined_training_datasets_unique.sdf']
215,C=CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,10.7,['10.7'],['combined_training_datasets_unique.sdf']
216,C=CCN(C1=[NH+]CCN1)c1c(Cl)cccc1Cl,O,0,0,10.42,['10.42'],['combined_training_datasets_unique.sdf']
217,C=CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1C[NH3+],O,0,0,9.5,['9.5'],['combined_training_datasets_unique.sdf']
218,C=CCN(CC=C)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],O,0,0,9.4,['9.4'],['combined_training_datasets_unique.sdf']
219,C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,O,0,0,6.86,['6.86'],['combined_training_datasets_unique.sdf']
220,C=CCNc1ccccc1,O,0,0,4.17,['4.17'],['combined_training_datasets_unique.sdf']
221,C=CCOc1ccc(C(=O)[O-])cc1,O,0,0,4.45,['4.45'],['combined_training_datasets_unique.sdf']
222,C=CCOc1ccccc1OCC(O)C[NH2+]C(C)C,O,0,0,9.523333,['9.523333'],['combined_training_datasets_unique.sdf']
