,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
23,Brc1cccc(Br)c1N(Cc1ccco1)C1=[NH+]CCN1,O,0,0,10.5,['10.5'],['chembl25']
24,Brc1cccc(Br)c1N(Cc1cccs1)C1=[NH+]CCN1,O,0,0,10.51,['10.51'],['chembl25']
25,Brc1cccc(Br)c1NC1=[NH+]CCN1,O,0,0,7.85,['7.85'],['chembl25']
26,Brc1cccc(N(CC2CC2)C2=[NH+]CCN2)c1Br,O,0,0,11.1,['11.1'],['chembl25']
27,Brc1cccc(N2CCc3ccccc3C2)n1,O,0,0,2.0,['2.0'],['chembl25']
28,Brc1ccccc1-c1nn[n-]n1,O,0,0,3.83,['3.83'],['datawarrior']
29,Brc1ccccc1N(CC1CC1)C1=[NH+]CCN1,O,0,0,11.2,['11.2'],['chembl25']
30,Brc1ccccc1Nc1c2ccccc2nc2ccccc12,O,0,0,6.41,['6.41'],['chembl25']
31,Brc1cccnc1,O,0,0,2.94,['2.94'],['datawarrior']
32,Brc1ccnc2c1ccc1cccnc12,O,0,0,4.03,['4.03'],['datawarrior']
33,Brc1cnc2c(ccc3cc(Br)cnc32)c1,O,0,0,3.9,['3.9'],['datawarrior']
34,Brc1cncc2ccccc12,O,0,0,3.54,['3.54'],['datawarrior']
35,Brc1nn[n-]n1,O,0,0,2.13,['2.13'],['datawarrior']
36,C#CC#CC#CCC(O)CCC(=O)[O-],O,0,0,4.75,['4.75'],['datawarrior']
37,C#CC(C)(C(C)C)[NH+](C)C(C)C,O,0,0,8.7,['8.7'],['datawarrior']
38,C#CC(C)(C)Nc1ccccc1,O,0,0,4.26,['4.26'],['datawarrior']
39,C#CC(C)(C)[NH+](C)C(C)(C)C,O,0,0,9.3,['9.3'],['datawarrior']
40,C#CC(C)(C)[NH+](C)C(C)(C)C#C,O,0,0,6.65,['6.65'],['datawarrior']
41,C#CC(C)(C)[NH+](C)C(C)C,O,0,0,8.7,['8.7'],['datawarrior']
42,C#CC(C)(C)[NH+](CC)C(C)(C)C,O,0,0,9.6,['9.6'],['datawarrior']
43,C#CC(C)(C)[NH2+]C(C)(C)C#C,O,0,0,6.45,['6.45'],['datawarrior']
44,C#CC(C)(C)[NH2+]C(C)(C)C=C,O,0,0,8.2,['8.2'],['datawarrior']
45,C#CC(C)(C)[NH2+]C(C)(C)CC,O,0,0,9.0,['9.0'],['datawarrior']
46,C#CC(C)Nc1ccccc1,O,0,0,3.25,['3.25'],['datawarrior']
47,C#CC(CC)(CC)[NH+](C)C(C)C,O,0,0,8.8,['8.8'],['datawarrior']
48,C#CC(CC)(CC)[NH+](CC)C(C)C,O,0,0,8.2,['8.2'],['datawarrior']
49,C#CCC(=O)[O-],O,0,0,3.31,['3.31'],['datawarrior']
50,C#CCCC(=O)[O-],O,0,0,4.2,['4.2'],['datawarrior']
51,C#CCCCC(=O)[O-],O,0,0,4.6,['4.6'],['datawarrior']
52,C#CCCCCC(=O)[O-],O,0,0,4.58,['4.58'],['datawarrior']
53,C#CCCCCCC[NH3+],O,0,0,10.74,['10.74'],['datawarrior']
54,C#CCCCCC[NH3+],O,0,0,10.64,['10.64'],['datawarrior']
55,C#CCCCC[NH+](C)C,O,0,0,9.24,['9.24'],['datawarrior']
56,C#CCCCC[NH3+],O,0,0,10.5,['10.5'],['datawarrior']
57,C#CCCCCn1c[n+](C)c(CN=O)n1,O,0,0,7.34,['7.34'],['chembl25']
58,C#CCCC[NH+](C)C,O,0,0,8.88,['8.88'],['datawarrior']
59,C#CCCC[NH3+],O,0,0,10.21,['10.21'],['datawarrior']
60,C#CCC[NH+](C)C,O,0,0,8.33,['8.33'],['datawarrior']
61,C#CCC[NH3+],O,0,0,9.23,['9.23'],['datawarrior']
62,C#CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,10.1,['10.1'],['chembl25']
63,C#CCN(CC#C)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],O,0,0,9.3,['9.3'],['chembl25']
64,C#CCN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],O,0,0,9.4,['9.4'],['chembl25']
65,C#CCNN,O,0,0,5.46,['5.46'],['datawarrior']
66,C#CCNc1ccccc1,O,0,0,3.06,['3.06'],['datawarrior']
67,C#CCOc1noc2c1C[NH2+]CC2,O,0,0,7.6,['7.6'],['chembl25']
68,C#CC[NH+](C)C,O,0,0,7.05,['7.05'],['datawarrior']
69,C#CC[NH+](C)[C@H](C)Cc1ccccc1,O,0,0,8.015,['8.015'],['chembl25']
70,C#CC[NH+]1CCN(C(=O)OCC)CC1,O,0,0,5.44,['5.44'],['datawarrior']
71,C#CC[NH+]1CCOCC1,O,0,0,5.54,['5.54'],['datawarrior']
72,C#CC[NH2+]CC#C,O,0,0,6.08,['6.08'],['datawarrior']
73,C#CC[NH3+],O,0,0,8.19,['8.19'],['datawarrior']
74,C#C[C@]1(O)C[C@@H](C)[NH+](C)[C@@H]2CCCC[C@H]21,O,0,0,9.53,['9.53'],['datawarrior']
75,C#C[C@]1(O)C[C@@H](C)[NH+](C)[C@H]2CCCC[C@@H]21,O,0,0,8.99,['8.99'],['datawarrior']
76,C#C[C@]1(O)C[C@@H](C)[NH2+][C@@H]2CCCC[C@H]21,O,0,0,9.73,['9.73'],['datawarrior']
77,C#C[C@]1(O)C[C@@H](C)[NH2+][C@H]2CCCC[C@@H]21,O,0,0,9.29,['9.29'],['datawarrior']
78,C#C[C@]1(O)C[C@H](C)[NH+](C)[C@@H]2CCCC[C@H]21,O,0,0,9.22,['9.22'],['datawarrior']
79,C#C[C@]1(O)C[C@H](C)[NH2+][C@@H]2CCCC[C@H]21,O,0,0,9.63,['9.63'],['datawarrior']
80,C#N,O,0,0,9.18,['9.18'],['datawarrior']
81,C(=C/c1ccccc1)\CN1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,O,0,0,7.47,['7.47'],['chembl25']
82,C(=C/c1ccncc1)\c1ccccc1,O,0,0,5.97,['5.97'],['datawarrior']
83,C(=C\c1ccncc1)\c1ccccc1,O,0,0,5.77,['5.77'],['datawarrior']
84,C(=N/c1ccccc1)\c1ccccc1,O,0,0,4.55,['4.55'],['datawarrior']
85,C(Nc1ccccc1)=[NH+]c1ccccc1,O,0,0,6.3,['6.3'],['datawarrior']
86,C/C(=C(\CCO)SSCCC(C)C)N(C=O)Cc1cnc(C)nc1N,O,0,0,5.58,['5.58'],['datawarrior']
87,C/C(=C/Cl)C(=O)[O-],O,0,0,3.05,['3.05'],['datawarrior']
88,C/C(=C\Cl)C(=O)[O-],O,0,0,4.03,['4.03'],['datawarrior']
89,C/C(=C\c1ccccc1)CC(=O)[O-],O,0,0,5.35,['5.35'],['datawarrior']
90,C/C(N)=N/[NH+](C)C,O,0,0,10.0,['10.0'],['datawarrior']
91,C/C(N)=[NH+]/O,O,0,0,5.9,['5.9'],['datawarrior']
92,C/C(O)=C/C(N)=O,O,0,0,9.46,['9.46'],['datawarrior']
93,C/C=C(/C)C(=O)[O-],O,0,0,4.3,['4.3'],['chembl25']
94,C/C=C(\Cl)C(=O)[O-],O,0,0,3.22,['3.22'],['datawarrior']
95,C/C=C/C#CC(=O)[O-],O,0,0,2.67,['2.67'],['datawarrior']
96,C/C=C/C(=O)[O-],O,0,0,4.79,['4.79'],['datawarrior']
97,C/C=C/C1=C([O-])c2ccccc2C(=O)C1=O,O,0,0,4.78,['4.78'],['datawarrior']
98,C/C=C/C=C/C(=O)[O-],O,0,0,4.53,['4.53'],['datawarrior']
99,C/C=C/CC(=O)[O-],O,0,0,4.28,['4.28'],['datawarrior']
100,C/C=C/CCC(=O)[O-],O,0,0,4.72,['4.72'],['datawarrior']
101,C/C=C/CN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,11.0,['11.0'],['chembl25']
102,C/C=C/COc1noc2c1C[NH2+]CC2,O,0,0,7.7,['7.7'],['chembl25']
103,C/C=C1/C[NH+]2[C@H]3C[C@@]45c6ccccc6N(C)[C@H]4[C@H]2C[C@H]1C3[C@H]5O,O,0,0,8.5,['8.5'],['datawarrior']
104,C/C=C\C=C/C(=O)[O-],O,0,0,4.51,['4.51'],['datawarrior']
105,C/N=C(/SC)c1ccccc1,O,0,0,6.42,['6.42'],['datawarrior']
106,C/N=C(\C)SC,O,0,0,7.71,['7.71'],['datawarrior']
107,C/N=C(\NC#N)Nc1cccc(-c2csc([NH+]=C(N)N)n2)c1,O,0,0,6.2,['6.2'],['chembl25']
108,C/N=C1/CCCCC1C,O,0,0,9.47,['9.47'],['datawarrior']
109,C/N=c1/oc2c(n1C)CCCC2,O,0,0,10.23,['10.23'],['datawarrior']
110,C/N=c1/sc2c(n1C)CCCC2,O,0,0,10.0,['10.0'],['datawarrior']
111,C/N=c1/scc(C)n1C,O,0,0,9.97,['9.97'],['datawarrior']
112,C1=C(c2ccccc2)C2CC[NH+]1CC2,O,0,0,9.1,['9.1'],['datawarrior']
113,C1=C(c2ccco2)C2CC[NH+]1CC2,O,0,0,8.92,['8.92'],['datawarrior']
114,C1=C(c2nc3ccccc3o2)C2CC[NH+]1CC2,O,0,0,7.23,['7.23'],['datawarrior']
115,C1=C(c2nc3ccccc3s2)C2CC[NH+]1CC2,O,0,0,7.4,['7.4'],['datawarrior']
116,C1=C[NH+]2CCC1CC2,O,0,0,9.82,['9.82'],['datawarrior']
117,C1=NC(c2ccccc2)[NH2+]C1,O,0,0,6.48,['6.48'],['chembl25']
118,C1=NC[NH2+]C1,O,0,0,6.99,['6.99'],['chembl25']
119,C1CC2CC1NN2,O,0,0,7.94,['7.94'],['datawarrior']
120,C1CC2CCC1C[NH2+]2,O,0,0,11.0,['11.0'],['chembl25']
121,C1CC2CCC[NH+]2C1,O,0,0,11.74,['11.74'],['datawarrior']
122,C1CCC(C2=NCCC2)CC1,O,0,0,6.05,['6.05'],['datawarrior']
123,C1CCC(C2CCC[NH2+]2)CC1,O,0,0,10.8,['10.8'],['datawarrior']
124,C1CCC([NH+]2CCCC2)CC1,O,0,0,10.7,['10.7'],['datawarrior']
125,C1CCC2C[NH2+]CCC2C1,O,0,0,10.95,['10.95'],['datawarrior']
126,C1CCC2[NH2+]CCCC2C1,O,0,0,10.9,['10.9'],['datawarrior']
127,C1CCC[NH2+]CC1,O,0,0,10.94,['10.94'],"['datawarrior', 'chembl25']"
128,C1CCC[NH2+]CCC1,O,0,0,10.78,['10.78'],['datawarrior']
129,C1CCN(N2CCCC2)C1,O,0,0,7.16,['7.16'],['datawarrior']
130,C1CCN(N2CCCCC2)CC1,O,0,0,7.09,['7.09'],['datawarrior']
131,C1CCN2CCCCN2C1,O,0,0,6.79,['6.79'],['datawarrior']
132,C1CC[NH2+]C1,O,0,0,11.285,['11.285'],"['datawarrior', 'chembl25']"
133,C1CC[NH2+]CC1,O,0,0,11.18,['11.18'],"['datawarrior', 'chembl25']"
134,C1CCc2c(nnc3c2CCCC3)C1,O,0,0,6.12,['6.12'],['datawarrior']
135,C1CCc2nnc3c(c2CC1)CCCC3,O,0,0,6.03,['6.03'],['datawarrior']
136,C1CN2CCCN2C1,O,0,0,7.95,['7.95'],['datawarrior']
137,C1COC(NC(C2CC2)C2CC2)=[NH+]1,O,0,0,9.26,['9.26'],['chembl25']
138,C1COCCOCc2n[nH]c(n2)COCCOCCO1,O,0,0,9.55,['9.55'],['datawarrior']
139,C1COCC[NH2+]1,O,0,0,8.4825,['8.4825'],"['datawarrior', 'chembl25']"
140,C1CSCC[NH2+]1,O,0,0,9.05,['9.05'],['datawarrior']
141,C1CSC[NH2+]1,O,0,0,6.31,['6.31'],['datawarrior']
142,C1C[NH+](CC2CO2)CCO1,O,0,0,5.88,['5.88'],['datawarrior']
143,C1C[NH+]2CCC1CC2,O,0,0,11.04,['11.04'],['datawarrior']
144,C1C[NH+]2CC[C@H]3CO[C@@H]1[C@H]32,O,0,0,9.44,['9.44'],['datawarrior']
145,C1C[NH+]=C2NCCC2C1,O,0,0,11.7,['11.7'],['datawarrior']
146,C1C[NH2+]1,O,0,0,6.05,['6.05'],['datawarrior']
147,C1C[NH2+]C1,O,0,0,10.995,['10.995'],"['datawarrior', 'chembl25']"
148,C1OC1C[NH+](CC1CO1)CC1CO1,O,0,0,5.01,['5.01'],['datawarrior']
149,C=C(Br)COc1noc2c1C[NH2+]CC2,O,0,0,7.6,['7.6'],['chembl25']
150,C=C(C(=O)O[C@@H]1C[C@H]2[C@H]3O[C@H]3[C@@H](C1)[NH+]2C)c1ccccc1,O,0,0,7.72,['7.72'],['datawarrior']
151,C=C(C)C(=O)NC(C)(C)CC[NH+](C)C,O,0,0,9.37,['9.37'],['datawarrior']
152,C=C(C)C(=O)NC(C)C[NH+](C)C,O,0,0,8.51,['8.51'],['datawarrior']
153,C=C(C)C(=O)NCCC[NH+](C)C,O,0,0,9.25,['9.25'],['datawarrior']
154,C=C(C)C(=O)NCC[NH+](C)C,O,0,0,8.54,['8.54'],['datawarrior']
155,C=C(C)C(=O)NCC[NH+](CC)CC,O,0,0,9.37,['9.37'],['datawarrior']
156,C=C(C)C(=O)OC(C)C[NH+](C)C,O,0,0,7.96,['7.96'],['datawarrior']
157,C=C(C)C(=O)OC(C)C[NH+](CC)CC,O,0,0,8.65,['8.65'],['datawarrior']
158,C=C(C)C(=O)OCCC[NH3+],O,0,0,9.62,['9.62'],['datawarrior']
159,C=C(C)C(=O)OCC[NH+](C(C)C)C(C)C,O,0,0,8.77,['8.77'],['datawarrior']
160,C=C(C)C(=O)OCC[NH+](C)C,O,0,0,8.06,['8.06'],['datawarrior']
161,C=C(C)C(=O)OCC[NH+](C)CCCC,O,0,0,8.27,['8.27'],['datawarrior']
162,C=C(C)C(=O)OCC[NH+](CC)CC,O,0,0,8.66,['8.66'],['datawarrior']
163,C=C(C)C(=O)OCC[NH2+]C,O,0,0,8.96,['8.96'],['datawarrior']
164,C=C(C)C(=O)OCC[NH2+]C(C)C,O,0,0,9.13,['9.13'],['datawarrior']
165,C=C(C)C(=O)OCC[NH2+]CC,O,0,0,9.15,['9.15'],['datawarrior']
166,C=C(C)C(=O)OCC[NH2+]CC(C)C,O,0,0,8.91,['8.91'],['datawarrior']
167,C=C(C)C(=O)OCC[NH2+]CCCC,O,0,0,9.12,['9.12'],['datawarrior']
168,C=C(C)C(=O)OCC[NH3+],O,0,0,8.7,['8.7'],['datawarrior']
169,C=C(C)C(=O)[O-],O,0,0,4.66,['4.66'],['datawarrior']
170,C=C(C)C(C)(C(N)=O)C(=O)[O-],O,0,0,3.42,['3.42'],['datawarrior']
171,C=C(C)C([NH3+])O,O,0,0,8.0,['8.0'],['datawarrior']
172,C=C(C)CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,10.9,['10.9'],['chembl25']
173,C=C(C)CN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,10.71,['10.71'],['chembl25']
174,C=C(C)[C@@H]1CN(C(C)=O)[C@H](C(=O)OC)[C@@H]1CC(=O)[O-],O,0,0,4.6,['4.6'],['datawarrior']
175,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(=O)OC,O,0,0,9.52,['9.52'],['datawarrior']
176,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(N)=O,O,0,0,9.47,['9.47'],['datawarrior']
177,C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,O,0,0,3.5,['3.5'],['chembl25']
178,C=C(CCCC)C(=O)[O-],O,0,0,4.8,['4.8'],['datawarrior']
179,C=C(F)C(=O)[O-],O,0,0,2.55,['2.55'],['datawarrior']
180,C=C(F)CN(CC)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],O,0,0,9.4,['9.4'],['chembl25']
181,C=C(OC)C(=O)[O-],O,0,0,3.38,['3.38'],['datawarrior']
182,C=C(SC1CCCCC1)C(=O)[O-],O,0,0,3.4,['3.4'],['datawarrior']
183,C=C1[C@H](OC(C)=O)[C@]23C[C@H]4C5[C@@]67C(C2C[C@@H]1C[C@]36O)[NH+]4C[C@]5(C)C[C@@H](OC(C)=O)[C@@H]7OC(C)=O,O,0,0,8.35,['8.35'],['datawarrior']
184,C=C=CC(=O)[O-],O,0,0,3.96,['3.96'],['datawarrior']
185,C=CC#CCC(=O)[O-],O,0,0,3.41,['3.41'],['datawarrior']
186,C=CC(=O)NC(C)(C)CC[NH+](C)C,O,0,0,9.39,['9.39'],['datawarrior']
187,C=CC(=O)NC(C)(C)CC[NH+](CC)CC,O,0,0,10.09,['10.09'],['datawarrior']
188,C=CC(=O)NCCC[NH+](C)C,O,0,0,9.23,['9.23'],['datawarrior']
189,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CC[NH+](C)C,O,0,0,9.0,['9.0'],['chembl25']
190,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC([NH+](C)C)C1,O,0,0,7.2,['7.2'],['chembl25']
191,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC[C@@H]([NH+](C)C)C1,O,0,0,8.1,['8.1'],['chembl25']
192,C=CC(=O)OCC[NH+](C)C,O,0,0,8.25,['8.25'],"['datawarrior', 'chembl25']"
193,C=CC(=O)OCC[NH+](CC)CC,O,0,0,8.55,['8.55'],['datawarrior']
194,C=CC(=O)[O-],O,0,0,4.25,['4.25'],['datawarrior']
195,C=CC(C)(C)Nc1ccccc1,O,0,0,4.88,['4.88'],['datawarrior']
196,C=CC(C)(C)OCC(O)C[NH2+]C(C)(C)C,O,0,0,9.67,['9.67'],['chembl25']
197,C=CC(C)(C)[NH+](C)C(C)(C)C,O,0,0,11.3,['11.3'],['datawarrior']
198,C=CC(C)(C)[NH2+]C(C)(C)C=C,O,0,0,10.1,['10.1'],['datawarrior']
199,C=CC(C)(C)[NH2+]C(C)(C)CC,O,0,0,10.8,['10.8'],['datawarrior']
200,C=CC(C)(CC)[NH+](C)C(C)C,O,0,0,11.3,['11.3'],['datawarrior']
201,C=CC(C)Nc1ccccc1,O,0,0,4.57,['4.57'],['datawarrior']
202,C=CC(Cl)C(=O)[O-],O,0,0,2.54,['2.54'],['datawarrior']
203,C=CC12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,O,0,0,3.5,['3.5'],['chembl25']
204,C=CC1C[NH+]2CCC1C[C@H]2C(=O)[O-],O,0,0,10.6,['10.6'],['datawarrior']
205,C=CCC(=O)[O-],O,0,0,4.33,['4.33'],['datawarrior']
206,C=CCC(C)(C[NH+](CC)CC)OC(=O)CC(C)C,O,0,0,8.1,['8.1'],['datawarrior']
207,C=CCC(C)(C[NH+](CC)CC)OC(=O)CCC,O,0,0,8.5,['8.5'],['datawarrior']
208,C=CCC(C)(C[NH+](CC)CC)OC(=O)c1ccccc1,O,0,0,7.8,['7.8'],['datawarrior']
209,C=CCC(C)(C[NH+](CC)CC)OC(C)=O,O,0,0,9.85,['9.85'],['datawarrior']
210,C=CCC(C)(O)C[NH+](CC)CC,O,0,0,9.71,['9.71'],['datawarrior']
211,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,O,0,0,4.74,['4.74'],['chembl25']
212,C=CCC1(CC=C)SC(=O)[N-]C1=O,O,0,0,6.1,['6.1'],['datawarrior']
213,C=CCCC(=O)[O-],O,0,0,4.68,['4.68'],['datawarrior']
214,C=CCCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,11.2,['11.2'],['chembl25']
215,C=CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,O,0,0,10.7,['10.7'],['chembl25']
216,C=CCN(C1=[NH+]CCN1)c1c(Cl)cccc1Cl,O,0,0,10.42,['10.42'],['chembl25']
217,C=CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1C[NH3+],O,0,0,9.5,['9.5'],['chembl25']
218,C=CCN(CC=C)C(=O)[C@@]1(c2cccs2)C[C@H]1C[NH3+],O,0,0,9.4,['9.4'],['chembl25']
219,C=CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,O,0,0,6.86,['6.86'],['chembl25']
220,C=CCNc1ccccc1,O,0,0,4.17,['4.17'],['datawarrior']
221,C=CCOc1ccc(C(=O)[O-])cc1,O,0,0,4.45,['4.45'],['datawarrior']
222,C=CCOc1ccccc1OCC(O)C[NH2+]C(C)C,O,0,0,9.523333,['9.523333'],['chembl25']
223,C=CCOc1nc(N)nc(N)n1,O,0,0,3.43,['3.43'],['datawarrior']
224,C=CCOc1noc2c1C[NH2+]CC2,O,0,0,7.5,['7.5'],['chembl25']
225,C=CCSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N,O,0,0,5.65,['5.65'],['datawarrior']
226,C=CC[NH+](C)C,O,0,0,8.72,['8.72'],['datawarrior']
227,C=CC[NH+](C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1,O,0,0,8.18,['8.18'],['chembl25']
228,C=CC[NH+](C)CCCNC(=O)CN=O,O,0,0,8.99,['8.99'],['datawarrior']
229,C=CC[NH+](C)CCOC(=O)C(=C)C,O,0,0,7.39,['7.39'],['datawarrior']
230,C=CC[NH+](CC(C)O)CC(C)O,O,0,0,8.2,['8.2'],['datawarrior']
231,C=CC[NH+](CC1CO1)CC1CO1,O,0,0,6.16,['6.16'],['datawarrior']
232,C=CC[NH+](CC=C)CC=C,O,0,0,8.31,['8.31'],['datawarrior']
233,C=CC[NH+](CC=C)CCCNC(=O)CN=O,O,0,0,8.74,['8.74'],['datawarrior']
234,C=CC[NH+](CC=C)CCOC(=O)C(=C)C,O,0,0,7.02,['7.02'],['datawarrior']
235,C=CC[NH+]1CCCCC1,O,0,0,9.66,['9.66'],['datawarrior']
236,C=CC[NH+]1CCOCC1,O,0,0,7.05,['7.05'],['datawarrior']
237,C=CC[NH2+]CC=C,O,0,0,9.35,['9.35'],['datawarrior']
238,C=CC[NH3+],O,0,0,9.74,['9.74'],['datawarrior']
239,C=CCc1c(C)[nH]n(C)c1=O,O,0,0,10.5,['10.5'],['datawarrior']
240,C=CCc1ccc(O)c(OC)c1,O,0,0,10.0,['10.0'],['datawarrior']
241,C=CCc1ccccc1OCC(O)C[NH2+]C(C)C,O,0,0,9.527143,['9.527143'],"['datawarrior', 'chembl25']"
242,C=CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,O,0,0,4.0,['4.0'],['chembl25']
243,C=C[C@@H]1CNC(=S)O1,O,0,0,10.25,['10.25'],['datawarrior']
244,C=C[C@]1(O)C[C@@H](C)[NH2+][C@@H]2CCCC[C@H]21,O,0,0,9.98,['9.98'],['datawarrior']
245,C=C[C@]1(O)C[C@@H](C)[NH2+][C@H]2CCCC[C@@H]21,O,0,0,9.51,['9.51'],['datawarrior']
246,C=C[C@]1(O)C[C@H](C)[NH2+][C@@H]2CCCC[C@H]21,O,0,0,9.83,['9.83'],['datawarrior']
247,C=C[C@]1(O)C[NH+]2CC[C@H]1C[C@H]2[C@H](O)c1cc(=O)[nH]c2ccccc12,O,0,0,7.65,['7.65'],['datawarrior']
248,C=Cc1ccc(C)nc1,O,0,0,5.67,['5.67'],['datawarrior']
249,C=Cc1ccc(O)cc1,O,0,0,9.91,['9.91'],['datawarrior']
250,C=Cc1ccccn1,O,0,0,4.95,['4.95'],"['datawarrior', 'chembl25']"
251,C=Cc1cccnc1,O,0,0,4.87,['4.87'],['datawarrior']
252,C=Cc1ccncc1,O,0,0,5.62,['5.62'],['datawarrior']
253,C=Cc1noc(C2=CCC[NH2+]C2)n1,O,0,0,8.23,['8.23'],['chembl25']
254,C=c1[nH]cc(C)c(=C[NH2+]CCCCCC)c1=O,O,0,0,4.805,['4.805'],['datawarrior']
255,C=c1cc(C)c(=Cc2[nH]c(C)cc2C)[nH]1,O,0,0,8.4,['8.4'],['datawarrior']
256,CC#C/C=C/C(=O)[O-],O,0,0,4.2,['4.2'],['datawarrior']
257,CC#CC#CCC(=O)[O-],O,0,0,3.23,['3.23'],['datawarrior']
258,CC#CC(=O)[O-],O,0,0,2.63,['2.63'],['datawarrior']
259,CC#CC(O)c1c(C)nc2c3c(c(C(=O)N(C)C)cn12)CCC(c1ccccc1)O3,O,0,0,5.58,['5.58'],['chembl25']
260,CC#CCC(=O)[O-],O,0,0,3.6,['3.6'],['datawarrior']
261,CC#CCOc1noc2c1C[NH2+]CC2,O,0,0,7.6,['7.6'],['chembl25']
262,CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,O,0,0,8.6,['8.6'],['chembl25']
263,CC#C[C@@H](CC(=O)[O-])c1ccc(OCc2ccc(CN3CCCc4cccc(OC)c43)s2)cc1,O,0,0,3.4,['3.4'],['chembl25']
